,FW,LW,"RW,AM",AM,RW,DM,LB,CB,RB,GK,LM,CM,RM,"CM,RW","LW,RW","RM,LM","RM,CM",WB,"LM,FW","CM,RM","LW,LM","RW,RM","CB,CM","AM,FW","FW,LW","CM,DM","DM,CM","WB,LB","WB,RB","LW,AM","DM,RM","LM,RM","LB,CB","RM,CB,LM","FW,AM","RW,RB","RM,CB","FW,CM","LW,FW","RW,WB","RW,LB,WB","CM,LM,DM","CM,RM,AM","CB,RB","LW,FW,RW","CM,FW","RW,RM,AM","AM,LW","LM,LW","FW,LM","AM,CM","RB,LM","LM,LB","RM,RB","AM,RM","CM,AM","RW,FW","RW,LW","LW,RB","LM,DM","RM,AM","FW,AM,RW","DM,LM","RM,DM","WB,CM","CB,WB","AM,LM","CB,LB","CM,LM","RB,LB","CM,LW,AM","CM,AM,RW","AM,RW,RM","FW,RW","LB,LM","LB,LW","RB,RW","RW,CM","FW,RM","WB,LB,CB","WB,DM,CM","CB,RB,RW","WB,LW","WB,RW","AM,RW","DM,AM","LW,LB","DM,RW","LM,RW","AM,DM","CM,FW,LM","LM,CM","RM,WB","LB,WB","RB,CB","LM,RB","LW,RM","RM,LW","CB,DM","LW,WB,LM","RW,WB,RM","LM,CM,DM","LW,CB","LW,WB","LM,AM","LW,AM,FW","CM,CB","AM,DM,CM","RM,LB","LB,RB","RW,DM","CB,RW","RB,WB","AM,LM,LW","RW,FW,RM","RB,DM","LW,RW,FW","CM,LB","CM,LW","WB,LB,LM","RM,RW","FW,LW,RW","DM,LW","FW,LM,LW","FW,RM,RB","AM,FW,RM","FW,RB","LM,CB","RM,CM,LM","RB,CM","LB,CM","RW,LM","LM,WB","CM,RM,LB","WB,LB,RB","CM,DM,RM","WB,LW,LM","AM,CM,FW","DM,CB","LB,RM","RW,AM,FW","AM,FW,RW","DM,CM,LM","LW,LM,RW","RM,WB,LB","WB,RM","RW,LM,FW","LW,RW,RM,AM","RW,FW,LM","RM,CM,DM","CM,RB","CM,WB","WB,AM,FW","LW,DM","LB,WB,RB","WB,AM","DM,CM,AM","DM,CM,CB","WB,LW,RW"
% de passes réussies (Court),634.464159234064,407.9415599606645,80.97984375,260.9058061414579,292.908225443787,128.01044372558593,275.9453302857143,138.2906548476454,230.5274716940049,12.183095585172845,255.30336913580246,175.54184626527842,381.9298325033951,67.28000000000004,64.8088888888889,0.0,54.16854166666667,268.98667854756064,40.702222222222254,164.79890000000003,94.95200000000003,159.04638888888888,26.116875,104.81107438016528,264.738347107438,38.06668639053255,314.4749609375,52.90765432098767,51.7992899408284,110.5111111111111,36.91138888888889,201.85687499999995,47.72999999999998,0.0,91.306,0.0,0.0,1050.0680555555555,158.01289256198345,69.72250000000003,7.022499999999992,3.6099999999999945,0.0,64.5935802469136,0.0,44.22249999999998,0.0,186.09840000000003,994.361875,0.0,82.3075,,0.0,30.948888888888906,137.60666666666663,78.91472222222221,291.10408163265305,150.64222222222222,0.0,2.5266666666666513,46.92250000000002,0.0,28.090000000000046,80.75250000000001,0.0,0.0,191.60805555555555,10.575555555555567,237.83209876543216,133.89039999999997,0.0,0.0,0.0,222.38693877551017,22.28222222222222,0.3600000000000017,35.30888888888887,81.6088888888889,65.28666666666666,0.0,0.0,0.0,39.0625,0.0,55.20247933884297,85.42159999999998,4.202499999999988,0.0,0.0,0.0,0.0,209.0046913580247,13.32249999999999,141.58187499999997,24.077190082644634,0.0,0.0,338.891875,0.0,0.0,0.0,77.22687499999996,,19.802500000000027,135.72249999999997,25.0,0.0,0.0,0.0,12.559999999999997,58.52249999999998,0.0,31.90222222222221,0.0,0.0,0.0,0.0,0.0,30.80249999999997,0.0,48.64800000000001,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,121.0,131.10250000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes réussies (Moyen),7.502906574394464,14.814621913580247,11.4375,20.432068733502405,17.67852040816326,96.14059171597633,76.12014285278227,204.64307608934953,86.17604110329907,38.502017276800075,47.70220002125623,113.0244,40.20578623606305,28.222222222222225,10.45,0.0,44.48520710059172,43.939508506616264,10.888888888888888,194.64,12.727272727272727,15.576388888888893,112.25,22.743055555555557,6.694214876033058,58.130177514792905,88.37098255280074,26.54320987654321,22.520710059171595,20.839506172839506,87.25,45.5,37.0,0.0,28.2,0.0,0.0,24.204081632653054,17.289256198347108,0.25,6.25,56.25,0.0,131.8,0.0,4.222222222222222,0.0,9.84,32.1875,0.0,100.0,0.0,0.0,16.88888888888889,38.0,38.138888888888886,6.775510204081633,14.222222222222223,1.0,10.888888888888888,12.25,0.0,2.25,1.6875,0.0,0.0,11.222222222222223,99.47222222222223,50.0,53.36,0.0,0.0,0.0,6.571428571428571,70.22222222222223,6.25,26.888888888888886,0.22222222222222224,11.555555555555557,0.0,0.0,0.0,9.0,0.0,10.925619834710742,55.760000000000005,25.0,0.0,2.25,0.0,0.0,49.72839506172839,9.0,92.1875,219.35537190082644,0.0,0.0,1.6875,0.0,0.0,0.0,75.1875,0.0,9.0,1.0,6.25,0.0,0.0,0.0,98.0,20.25,0.25,52.666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.839999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes tentées (Moyen),10.602863321799308,24.33097029320988,19.359375,33.93064541172817,24.461785714285714,111.99177514792899,100.55901834498339,215.70739555284595,111.60394131963226,38.95522388059702,60.01530449569562,129.56014400000004,55.73241061130336,32.88888888888889,15.290000000000006,0.0,66.05917159763314,63.173703003570665,13.555555555555557,194.21000000000004,16.727272727272727,24.25,136.1875,29.576388888888896,10.066115702479339,73.1139053254438,101.91919191919192,34.02469135802469,25.775147928994084,32.02469135802469,98.1388888888889,42.6875,34.666666666666664,0.0,28.639999999999997,0.0,0.0,46.775510204081634,24.809917355371898,0.25,12.25,72.25,0.0,140.0,0.0,4.666666666666667,0.0,22.4,47.359375,0.0,122.609375,0.0,0.0,48.666666666666664,48.22222222222222,41.472222222222214,11.387755102040815,21.555555555555554,1.0,16.88888888888889,20.25,0.0,0.25,13.1875,0.0,0.0,14.805555555555557,86.0,59.20987654320988,62.64,0.0,0.0,0.0,10.408163265306124,50.88888888888889,9.0,36.22222222222223,1.5555555555555554,32.0,0.0,0.0,0.0,4.0,0.0,15.338842975206608,57.04,25.0,0.0,6.25,0.0,0.0,69.33333333333333,1.0,126.9375,243.7190082644628,0.0,0.0,1.6875,0.0,0.0,0.0,98.6875,0.0,12.25,1.0,9.0,0.0,0.0,0.0,161.55555555555554,12.25,0.25,54.888888888888886,0.0,0.0,0.0,0.0,0.0,0.25,0.0,51.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
% de passes réussies (Moyen),980.9684804962923,619.652255859375,296.261875,719.5335339962376,400.8083920627074,202.91630788241415,378.55031773931853,162.04152618756564,405.11963211301946,76.582999,355.4699698104093,298.44266585305394,451.73282098765435,80.10250000000005,751.1643750000001,0.0,121.57638888888887,367.80212646484375,66.66666666666667,798.3043999999999,1293.5085000000001,218.98520833333336,46.16999999999999,242.35187499999998,189.88640000000004,71.58102071005918,170.12123048668505,185.700987654321,234.627100591716,375.3288888888889,505.36472222222227,329.236875,130.65555555555554,0.0,402.9004,0.0,0.0,127.27359999999996,133.34776859504132,1112.2225,1.102499999999994,3.802500000000011,0.0,862.4301000000002,0.0,625.0,0.0,311.91040000000004,454.86000000000007,0.0,289.70984374999995,0.0,0.0,86.0866666666667,66.72222222222223,53.413333333333334,460.49918367346936,186.32249999999996,0.0,28.5,8.702500000000017,0.0,47.609999999999985,211.775,0.0,0.0,556.9522222222223,99.64222222222219,203.51061728395064,148.67600000000002,0.0,0.0,0.0,293.03,142.10666666666668,7.5625,341.9822222222222,803.0866666666667,751.3088888888889,0.0,0.0,0.0,76.5625,0.0,245.5717355371901,411.891875,108.15999999999997,0.0,625.0,0.0,0.0,219.87283950617282,90.25,208.12484375,178.34609999999998,0.0,0.0,190.69499999999996,0.0,0.0,0.0,347.2225,,11.55999999999999,44.22249999999998,39.0625,0.0,0.0,0.0,65.1466666666667,277.22249999999997,0.0,60.33555555555557,0.0,0.0,0.0,0.0,0.0,277.22249999999997,0.0,78.9016,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,69.72250000000003,2.7224999999999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes réussies (Long),0.7614532871972318,1.8676215277777777,0.9375,2.6986180839501066,3.351581632653061,9.486686390532542,4.11574738255853,14.239783908279565,11.763487020010817,12.024058810425485,6.046338611967265,10.024144,3.0639177239523265,10.888888888888891,0.16000000000000006,0.0,2.130177514792899,3.766855702583491,0.22222222222222224,3.45,0.9256198347107436,2.0555555555555554,17.5,0.8541666666666666,2.2644628099173554,4.960059171597633,8.242424242424242,5.333333333333333,3.8461538461538463,5.209876543209877,6.222222222222222,1.1875,3.222222222222222,0.0,3.4400000000000004,0.0,0.0,2.2040816326530615,2.2314049586776856,0.0,2.25,16.0,0.0,8.69,0.0,0.0,0.0,1.6,2.6875,0.0,3.25,0.0,0.0,0.6666666666666666,17.555555555555554,2.3333333333333335,2.775510204081633,0.22222222222222224,0.0,1.5555555555555554,12.25,0.0,0.0,1.1875,0.0,0.0,1.472222222222222,1.6666666666666667,7.777777777777778,6.16,0.0,0.0,0.0,0.6938775510204079,4.666666666666667,1.0,2.0,0.2222222222222222,1.5555555555555554,0.0,0.0,0.0,0.0,0.0,2.3636363636363638,4.639999999999999,4.0,0.0,2.25,0.0,0.0,5.950617283950617,0.25,5.734375,6.909090909090909,0.0,0.0,1.0,0.0,0.0,0.0,8.1875,0.0,0.25,0.0,2.25,0.0,0.0,0.0,0.8888888888888888,2.25,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.840000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes tentées (Long),1.6785121107266439,5.53858024691358,5.484375,9.751255111019098,8.34668367346939,17.414437869822486,12.440096456152133,24.31821453369236,34.809085992428344,58.7275562486077,13.383356360931025,17.427216,8.073144944252208,20.666666666666668,2.29,0.0,4.863905325443787,12.63432052089897,1.5555555555555554,4.04,1.3553719008264462,4.243055555555557,22.25,1.5555555555555556,3.7851239669421477,10.520710059171599,15.147842056932966,11.11111111111111,8.946745562130177,10.88888888888889,9.805555555555555,1.6875,5.888888888888889,0.0,15.239999999999998,0.0,0.0,13.632653061224486,2.9917355371900825,0.25,4.0,56.25,0.0,29.8,0.0,0.22222222222222224,0.0,3.04,6.0,0.0,3.859375,0.0,0.0,0.6666666666666666,38.888888888888886,6.583333333333333,3.7142857142857144,0.2222222222222222,0.0,1.5555555555555554,9.0,0.0,6.25,1.5,0.0,0.0,3.222222222222222,1.222222222222222,9.209876543209877,10.559999999999999,0.0,0.0,0.0,5.714285714285714,14.0,6.25,4.222222222222222,2.8888888888888893,4.666666666666667,0.0,0.0,0.0,9.0,0.0,7.2727272727272725,21.04,6.25,0.0,4.0,0.0,0.0,27.80246913580247,0.0,17.109375,9.520661157024795,0.0,0.0,5.6875,0.0,0.0,0.0,12.75,0.0,2.25,0.0,2.25,0.0,0.0,0.0,1.5555555555555554,1.0,0.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
% de passes réussies (Long),1818.08707201889,1558.0642211547888,857.6395918367347,1178.5278196102438,1376.6823606305268,888.7671905006858,854.0005745362045,624.1943700690335,838.7220836628512,298.2114903096458,1232.8500920447075,974.8032967784352,1115.2084218427472,1.3224999999999967,1504.0,0.0,931.7084023668639,891.5925475624257,200.30888888888884,1001.7888999999999,1760.2040816326532,998.8555555555554,598.0355555555554,1523.4375,1504.66,751.4625,977.0286576482832,688.2461728395061,723.0400000000001,423.364081632653,317.4322222222223,235.54187500000003,780.3747222222222,0.0,1596.43359375,0.0,0.0,772.3318750000001,974.6913580246915,0.0,10.5625,30.80250000000001,0.0,265.2657142857143,0.0,0.0,0.0,916.0,685.6055555555555,,789.0681632653061,,0.0,2222.2222222222226,336.7225,1325.5547222222222,777.5559999999999,2222.222222222222,,422.22222222222223,400.0,0.0,1734.7225000000003,246.41999999999996,0.0,0.0,972.2222222222223,147.79888888888888,1202.437777777778,409.3936,0.0,0.0,0.0,827.8125,20.406666666666663,277.22249999999997,1666.6666666666667,1088.888888888889,761.7488888888889,0.0,0.0,0.0,225.0,0.0,815.3824000000001,18.207500000000003,114.49000000000007,0.0,0.0,0.0,0.0,719.741875,278.8900000000001,232.58979591836734,491.8196,0.0,0.0,431.97555555555556,0.0,0.0,0.0,1430.2418750000002,0.0,0.0,,225.0,0.0,0.0,0.0,972.2222222222222,900.0,,500.30222222222216,0.0,0.0,0.0,,0.0,,0.0,485.31500000000005,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0
Passes décisives_y,0.13352076124567475,0.11265432098765432,0.0,0.11065679830236531,0.10096938775510207,0.02982248520710059,0.07771435548365434,0.018175582990397808,0.04958761492698757,0.009851241305908273,0.10054203422255288,0.04206399999999999,0.1430219146482122,0.0,0.09000000000000001,0.0,0.0,0.07939508506616258,0.22222222222222224,0.0,0.14876033057851235,0.07638888888888888,0.0,0.07638888888888887,0.08264462809917353,0.07100591715976332,0.05693296602387511,0.09876543209876543,0.07100591715976333,0.0,0.13888888888888892,0.75,0.0,0.0,0.21000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.13888888888888892,0.0,0.0,0.0,0.0,0.0,0.12244897959183677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14876033057851235,0.16000000000000003,0.25,0.0,0.25,0.0,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes clés,0.8736678200692044,1.1682098765432098,1.734375,1.409864913824336,1.477295918367347,0.8636686390532545,0.9292756631360459,0.2544031228301919,0.9657585181179016,0.028959679215860994,1.0489956424699753,1.014656,1.2998846597462512,0.888888888888889,1.4099999999999997,0.0,0.7455621301775147,1.0333963453056079,0.888888888888889,1.4900000000000004,1.3553719008264462,0.8333333333333334,0.1875,1.638888888888889,0.8099173553719006,0.36686390532544383,1.5555555555555554,1.728395061728395,0.4023668639053255,0.3950617283950618,0.5833333333333334,2.25,0.13888888888888892,0.0,2.4899999999999998,0.0,0.0,1.102040816326531,0.7272727272727273,0.0,0.0,0.25,0.0,0.09000000000000001,0.0,0.0,0.0,1.3599999999999999,1.359375,0.0,1.484375,0.0,0.0,0.888888888888889,4.222222222222222,0.22222222222222224,7.142857142857143,0.888888888888889,0.0,0.6666666666666666,0.25,0.0,0.0,0.1875,0.0,0.0,0.5555555555555557,0.25,2.6666666666666665,4.0,0.0,0.0,0.0,0.5306122448979591,0.22222222222222224,0.0,0.888888888888889,0.22222222222222224,0.6666666666666666,0.0,0.0,0.0,0.25,0.0,1.2892561983471074,0.8,0.25,0.0,1.0,0.0,0.0,1.432098765432099,1.0,0.5,0.793388429752066,0.0,0.0,1.1875,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.888888888888889,2.25,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes dans le dernier tiers du terrain,0.9885380622837371,1.8454861111111112,0.859375,2.652243672687749,1.6,11.061597633136094,6.923415036171058,10.178157123744688,11.236445375878853,1.2799188138907454,8.233606121798276,10.447743999999998,4.402153018069973,8.0,0.25,0.0,6.284023668639055,2.3356437723167396,0.22222222222222224,8.8,1.1735537190082643,1.2430555555555556,2.75,1.4166666666666667,0.9256198347107436,3.1479289940828403,17.34067952249771,2.9135802469135808,1.2307692307692308,1.8765432098765433,11.888888888888891,2.25,11.333333333333334,0.0,2.21,0.0,0.0,8.693877551020408,3.15702479338843,0.0,0.25,16.0,0.0,9.489999999999998,0.0,0.22222222222222224,0.0,0.8,7.734375,0.0,6.25,0.0,0.0,0.22222222222222224,1.5555555555555554,10.222222222222223,0.5306122448979591,0.22222222222222224,0.25,0.22222222222222224,6.25,0.0,0.0,1.5,0.0,0.0,3.138888888888889,4.0,8.222222222222221,1.6,0.0,0.0,0.0,1.918367346938775,5.5555555555555545,6.25,2.0,0.22222222222222224,1.5555555555555556,0.0,0.0,0.0,0.25,0.0,3.173553719008265,3.7600000000000007,0.25,0.0,0.25,0.0,0.0,5.802469135802468,1.0,8.9375,20.595041322314046,0.0,0.0,0.25,0.0,0.0,0.0,5.25,0.0,0.25,0.25,4.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes dans la surface de réparation,0.4012456747404844,1.3518036265432098,1.859375,1.3142176905957252,1.2614285714285716,0.4769822485207101,0.7731143737981134,0.22256092397839083,2.0598634396971334,0.0242568253261058,1.2834520140291208,0.842,1.4595347943098806,0.22222222222222224,0.6100000000000001,0.0,0.9230769230769231,1.0867464818315484,0.0,1.0099999999999998,0.5619834710743802,1.3333333333333333,0.1875,1.7430555555555554,1.239669421487603,0.28994082840236685,0.5344352617079888,1.950617283950617,1.3136094674556213,1.7777777777777777,0.22222222222222224,0.25,0.22222222222222224,0.0,0.6900000000000002,0.0,0.0,0.8163265306122451,1.884297520661157,0.0,1.0,2.25,0.0,0.16000000000000006,0.0,0.22222222222222224,0.0,0.0,0.1875,0.0,1.234375,0.0,0.0,0.888888888888889,2.0,0.25,7.142857142857143,0.888888888888889,0.0,0.22222222222222224,4.0,0.0,0.0,4.25,0.0,0.0,0.5555555555555557,1.2222222222222223,0.44444444444444453,0.6400000000000001,0.0,0.0,0.0,0.20408163265306126,0.22222222222222224,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.7851239669421484,0.24000000000000005,1.0,0.0,1.0,0.0,0.0,0.7654320987654322,0.25,1.1875,3.8347107438016534,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.1599999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centres dans la surface de réparation,0.0507266435986159,0.14332561728395063,0.5,0.20019667719062162,0.3152551020408163,0.09917159763313607,0.277952443454107,0.024081694863587858,0.5127095727420228,0.0,0.1995961313635881,0.045695999999999994,0.17810457516339873,0.22222222222222224,0.09000000000000001,0.0,0.07100591715976333,0.36168872085696274,0.0,0.09000000000000001,0.08264462809917354,0.07638888888888887,0.0,0.2222222222222223,0.0,0.07100591715976333,0.18916437098255282,1.654320987654321,0.17751479289940827,0.0,0.0,0.0,0.22222222222222224,0.0,0.36000000000000004,0.0,0.0,0.12244897959183677,0.7768595041322311,0.0,0.25,0.0,0.0,0.09000000000000001,0.0,0.0,0.0,0.16000000000000006,0.0,0.25,0.109375,0.0,0.0,0.0,0.22222222222222224,0.13888888888888892,0.20408163265306126,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555557,0.09876543209876543,0.16000000000000003,0.0,0.0,0.0,0.0,0.22222222222222224,0.25,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3801652892561984,0.0,0.0,0.0,0.0,0.0,0.0,0.1728395061728395,0.25,0.484375,0.3801652892561984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes progressives_y,2.4375346020761244,4.532359182098766,6.109375,6.132705346514155,4.618163265306122,12.378994082840235,9.139586703702573,8.340192043895748,10.780793672255273,0.03361302938046088,13.85311935381018,11.065600000000002,9.39878892733564,0.888888888888889,1.8400000000000003,0.0,6.792899408284023,5.294265910522999,1.5555555555555556,1.65,6.975206611570247,2.388888888888889,1.0,2.4166666666666665,3.785123966942149,2.6331360946745566,11.643709825528008,3.111111111111111,2.0828402366863905,4.395061728395062,12.888888888888888,10.6875,6.222222222222222,0.0,7.489999999999999,0.0,0.0,16.204081632653065,4.8099173553719,0.25,0.25,16.0,0.0,7.960000000000001,0.0,2.888888888888889,0.0,0.96,5.5,0.25,19.25,0.0,0.0,1.5555555555555554,8.222222222222223,7.888888888888889,7.63265306122449,0.888888888888889,0.0,6.222222222222221,56.25,0.0,0.0,3.1875,0.0,0.0,2.4722222222222228,10.25,8.987654320987653,5.840000000000001,0.0,0.0,0.0,1.6326530612244896,5.5555555555555545,0.25,0.2222222222222222,0.22222222222222224,4.222222222222222,0.0,0.0,0.0,0.0,0.0,10.082644628099173,4.160000000000001,1.0,0.0,2.25,0.0,0.0,1.8765432098765433,0.25,3.359375,13.96694214876033,0.0,0.0,0.1875,0.0,0.0,0.0,8.25,0.0,0.25,1.0,6.25,0.0,0.0,0.0,10.888888888888888,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.160000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes tentées,89.76820069204152,214.0625,101.5,261.52973448579263,225.1155102040816,546.0594082840237,626.1854033759653,656.3417500719742,648.1704637641968,87.91713076408998,378.48102880221063,676.200256,344.76326412918104,387.5555555555556,132.69,0.0,276.5207100591716,402.7994118882587,36.22222222222222,837.96,136.9090909090909,186.6875,708.1875,164.05555555555557,68.08264462809917,381.0192307692308,650.1010101010102,277.3333333333333,197.15976331360946,218.66666666666663,406.9166666666667,169.25,245.0,0.0,271.96000000000004,0.0,0.0,412.48979591836735,227.71900826446281,12.25,132.25,272.25,0.0,652.29,0.0,74.88888888888889,0.0,176.15999999999997,331.1875,0.25,509.4375,0.0,0.0,106.88888888888887,429.5555555555556,388.5555555555556,95.63265306122449,131.55555555555557,1.0,48.22222222222223,169.0,0.0,2.25,8.1875,0.0,0.0,100.13888888888887,206.2222222222222,403.1358024691358,542.4,0.0,0.0,0.0,120.24489795918366,373.5555555555555,196.0,266.88888888888886,121.55555555555554,77.55555555555556,0.0,0.0,0.0,30.25,0.0,182.3305785123967,369.36,64.0,0.0,81.0,0.0,0.0,455.55555555555554,16.0,531.75,927.8842975206609,0.0,0.0,51.0,0.0,0.0,0.0,430.25,0.0,1.0,4.0,72.25,0.0,0.0,0.0,518.0,6.25,1.0,320.6666666666667,0.0,0.0,0.0,0.0,0.0,6.25,0.0,459.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
