,FW,LW,"RW,AM",AM,RW,DM,LB,CB,RB,GK,LM,CM,RM,"CM,RW","LW,RW","RM,LM","RM,CM",WB,"LM,FW","CM,RM","LW,LM","RW,RM","CB,CM","AM,FW","FW,LW","CM,DM","DM,CM","WB,LB","WB,RB","LW,AM","DM,RM","LM,RM","LB,CB","RM,CB,LM","FW,AM","RW,RB","RM,CB","FW,CM","LW,FW","RW,WB","RW,LB,WB","CM,LM,DM","CM,RM,AM","CB,RB","LW,FW,RW","CM,FW","RW,RM,AM","AM,LW","LM,LW","FW,LM","AM,CM","RB,LM","LM,LB","RM,RB","AM,RM","CM,AM","RW,FW","RW,LW","LW,RB","LM,DM","RM,AM","FW,AM,RW","DM,LM","RM,DM","WB,CM","CB,WB","AM,LM","CB,LB","CM,LM","RB,LB","CM,LW,AM","CM,AM,RW","AM,RW,RM","FW,RW","LB,LM","LB,LW","RB,RW","RW,CM","FW,RM","WB,LB,CB","WB,DM,CM","CB,RB,RW","WB,LW","WB,RW","AM,RW","DM,AM","LW,LB","DM,RW","LM,RW","AM,DM","CM,FW,LM","LM,CM","RM,WB","LB,WB","RB,CB","LM,RB","LW,RM","RM,LW","CB,DM","LW,WB,LM","RW,WB,RM","LM,CM,DM","LW,CB","LW,WB","LM,AM","LW,AM,FW","CM,CB","AM,DM,CM","RM,LB","LB,RB","RW,DM","CB,RW","RB,WB","AM,LM,LW","RW,FW,RM","RB,DM","LW,RW,FW","CM,LB","CM,LW","WB,LB,LM","RM,RW","FW,LW,RW","DM,LW","FW,LM,LW","FW,RM,RB","AM,FW,RM","FW,RB","LM,CB","RM,CM,LM","RB,CM","LB,CM","RW,LM","LM,WB","CM,RM,LB","WB,LB,RB","CM,DM,RM","WB,LW,LM","AM,CM,FW","DM,CB","LB,RM","RW,AM,FW","AM,FW,RW","DM,CM,LM","LW,LM,RW","RM,WB,LB","WB,RM","RW,LM,FW","LW,RW,RM,AM","RW,FW,LM","RM,CM,DM","CM,RB","CM,WB","WB,AM,FW","LW,DM","LB,WB,RB","WB,AM","DM,CM,AM","DM,CM,CB","WB,LW,RW"
Passes tentées_x,89.76820069204152,214.0625,101.5,261.52973448579263,225.1155102040816,546.0594082840237,626.1854033759653,656.3417500719742,648.1704637641968,87.91713076408998,378.48102880221063,676.200256,344.76326412918104,387.5555555555556,132.69,0.0,276.5207100591716,402.7994118882587,36.22222222222222,837.96,136.9090909090909,186.6875,708.1875,164.05555555555557,68.08264462809917,381.0192307692308,650.1010101010102,277.3333333333333,197.15976331360946,218.66666666666663,406.9166666666667,169.25,245.0,0.0,271.96000000000004,0.0,0.0,412.48979591836735,227.71900826446281,12.25,132.25,272.25,0.0,652.29,0.0,74.88888888888889,0.0,176.15999999999997,331.1875,0.25,509.4375,0.0,0.0,106.88888888888887,429.5555555555556,388.5555555555556,95.63265306122449,131.55555555555557,1.0,48.22222222222223,169.0,0.0,2.25,8.1875,0.0,0.0,100.13888888888887,206.2222222222222,403.1358024691358,542.4,0.0,0.0,0.0,120.24489795918366,373.5555555555555,196.0,266.88888888888886,121.55555555555554,77.55555555555556,0.0,0.0,0.0,30.25,0.0,182.3305785123967,369.36,64.0,0.0,81.0,0.0,0.0,455.55555555555554,16.0,531.75,927.8842975206609,0.0,0.0,51.0,0.0,0.0,0.0,430.25,0.0,1.0,4.0,72.25,0.0,0.0,0.0,518.0,6.25,1.0,320.6666666666667,0.0,0.0,0.0,0.0,0.0,6.25,0.0,459.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
% de passes réussies_x,505.63368233194535,332.85927196984716,125.63687499999999,316.68499999999995,250.34099862825792,117.26343969713358,254.62066027016792,145.09335939542802,295.43242843951987,229.40924828593353,234.60561905839748,170.4215226988755,344.4969856309871,62.206666666666685,165.7888888888889,0.0,103.76224852071007,139.33175762976168,34.76222222222221,392.0963999999999,121.37440000000001,108.44083333333337,27.636875,79.20888888888892,262.69520661157026,43.35514792899407,172.57886134067954,129.79283950617287,122.5869822485207,146.14024691358028,133.04583333333326,323.70249999999993,46.882222222222246,0.0,115.44090000000001,0.0,0.0,428.1338775510204,171.84628099173554,58.52249999999998,3.6099999999999945,10.240000000000018,0.0,713.0980000000001,0.0,64.80249999999995,0.0,106.87759999999999,356.38187500000004,0.0,65.92359374999995,0.0,0.0,56.0555555555556,131.9622222222223,36.3413888888889,111.66693877551019,523.2466666666668,0.0,6.248888888888891,0.5625,0.0,148.8399999999999,112.53687500000005,0.0,0.0,285.9791666666667,41.17888888888889,113.4335802469136,84.69200000000002,0.0,0.0,0.0,163.87632653061223,55.17555555555557,1.5625,97.08666666666666,148.72666666666672,58.52666666666669,0.0,0.0,0.0,0.002499999999999716,0.0,80.71057851239667,93.81200000000004,64.0,0.0,838.1025,0.0,0.0,81.35876543209876,102.01000000000003,101.76500000000001,96.29338842975208,0.0,0.0,110.53499999999994,0.0,0.0,0.0,20.981875,0.0,1.3224999999999967,108.15999999999997,115.5625,0.0,0.0,0.0,21.66888888888886,81.0,0.0,19.135555555555534,0.0,0.0,0.0,0.0,0.0,8.409999999999991,0.0,106.61840000000002,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,67.23999999999998,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes progressives_x,2.4375346020761244,4.532359182098766,6.109375,6.132705346514155,4.618163265306122,12.378994082840235,9.139586703702573,8.340192043895748,10.780793672255273,0.03361302938046088,13.85311935381018,11.065600000000002,9.39878892733564,0.888888888888889,1.8400000000000003,0.0,6.792899408284023,5.294265910522999,1.5555555555555556,1.65,6.975206611570247,2.388888888888889,1.0,2.4166666666666665,3.785123966942149,2.6331360946745566,11.643709825528008,3.111111111111111,2.0828402366863905,4.395061728395062,12.888888888888888,10.6875,6.222222222222222,0.0,7.489999999999999,0.0,0.0,16.204081632653065,4.8099173553719,0.25,0.25,16.0,0.0,7.960000000000001,0.0,2.888888888888889,0.0,0.96,5.5,0.25,19.25,0.0,0.0,1.5555555555555554,8.222222222222223,7.888888888888889,7.63265306122449,0.888888888888889,0.0,6.222222222222221,56.25,0.0,0.0,3.1875,0.0,0.0,2.4722222222222228,10.25,8.987654320987653,5.840000000000001,0.0,0.0,0.0,1.6326530612244896,5.5555555555555545,0.25,0.2222222222222222,0.22222222222222224,4.222222222222222,0.0,0.0,0.0,0.0,0.0,10.082644628099173,4.160000000000001,1.0,0.0,2.25,0.0,0.0,1.8765432098765433,0.25,3.359375,13.96694214876033,0.0,0.0,0.1875,0.0,0.0,0.0,8.25,0.0,0.25,1.0,6.25,0.0,0.0,0.0,10.888888888888888,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.160000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balle au pied_x,65.1441089965398,150.63498263888889,116.4375,128.5549402204855,162.59979591836736,256.1884615384615,266.6709807392937,426.9245541838135,285.9492969172526,60.303754857553024,218.89701349771494,304.21934400000004,222.68935024990384,140.2222222222222,114.61000000000001,0.0,128.86390532544377,187.06742281033397,36.22222222222222,311.40999999999997,111.15702479338846,62.80555555555555,434.1875,99.74305555555556,80.14876033057853,250.22633136094674,355.33884297520666,117.50617283950618,75.92899408284025,176.69135802469137,304.47222222222223,221.1875,117.8888888888889,0.0,224.64000000000004,0.0,0.0,158.40816326530611,173.15702479338844,9.0,169.0,42.25,0.0,267.09000000000003,0.0,26.0,0.0,96.96000000000001,166.484375,0.0,191.5,0.0,0.0,81.55555555555556,142.88888888888889,150.55555555555557,150.9795918367347,94.8888888888889,1.0,142.88888888888889,90.25,0.0,42.25,33.5,0.0,0.0,61.80555555555555,103.88888888888887,136.22222222222223,263.2,0.0,0.0,0.0,70.20408163265306,82.88888888888889,56.25,176.2222222222222,106.88888888888887,3.555555555555556,0.0,0.0,0.0,36.0,0.0,61.355371900826455,112.0,30.25,0.0,110.25,0.0,0.0,201.77777777777777,289.0,255.859375,328.14876033057845,0.0,0.0,28.6875,0.0,0.0,0.0,218.75,0.0,2.25,0.25,81.0,0.0,0.0,0.0,216.22222222222226,20.25,0.0,88.66666666666667,0.0,0.0,0.0,0.0,0.0,2.25,0.0,220.16000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Possessions progressives_x,1.3977854671280276,5.50342399691358,1.984375,2.176284871383469,3.2926530612244895,1.1271597633136095,2.4139678275998904,0.7651992413080663,2.1123242293131423,0.0,3.1365713678393026,1.067584,2.1446559015763174,0.0,3.04,0.0,3.905325443786982,2.415038857382903,0.888888888888889,1.8,2.3636363636363638,2.743055555555556,0.0,1.7430555555555556,1.9008264462809914,2.3846153846153846,1.3608815426997245,1.7777777777777777,3.1360946745562126,5.777777777777778,1.4722222222222223,3.5,1.138888888888889,0.0,1.44,0.0,0.0,1.9183673469387748,15.867768595041321,2.25,1.0,0.25,0.0,0.65,0.0,0.22222222222222224,0.0,3.7600000000000007,3.5,0.0,5.1875,0.0,0.0,0.22222222222222224,2.8888888888888893,1.5833333333333333,5.387755102040816,3.555555555555556,0.0,0.6666666666666666,1.0,0.0,1.0,2.6875,0.0,0.0,0.6666666666666666,0.888888888888889,2.666666666666666,2.8,0.0,0.0,0.0,1.1428571428571428,0.6666666666666666,0.25,0.6666666666666666,0.22222222222222224,0.6666666666666666,0.0,0.0,0.0,4.0,0.0,1.537190082644628,0.56,6.25,0.0,1.0,0.0,0.0,1.7283950617283952,0.0,1.984375,2.0165289256198347,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.888888888888889,0.25,0.0,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dribbles tentés_x,2.6416868512110727,5.925877700617284,8.9375,2.6525542156203095,3.674438775510204,1.554378698224852,2.152742590275022,0.40600602889125986,2.221031638723635,0.009851241305908273,3.6601126580933143,1.3770240000000002,2.695982314494426,0.6666666666666666,3.1600000000000006,0.0,1.9763313609467454,2.8435202688510817,3.555555555555556,1.81,3.355371900826446,3.6388888888888893,0.0,2.409722222222222,3.537190082644628,0.6937869822485209,0.8172635445362718,5.209876543209876,1.9408284023668636,6.666666666666667,2.138888888888889,2.5,0.5555555555555557,0.0,4.76,0.0,0.0,2.489795918367347,15.785123966942148,4.0,16.0,1.0,0.0,1.0399999999999998,0.0,0.0,0.0,3.2,6.484375,0.0,2.109375,0.0,0.0,1.5555555555555554,2.0,1.5833333333333333,5.551020408163266,0.22222222222222224,0.0,0.22222222222222224,2.25,0.0,1.0,2.25,0.0,0.0,1.9166666666666667,0.22222222222222224,2.617283950617284,1.8400000000000003,0.0,0.0,0.0,5.265306122448979,0.8888888888888888,0.25,0.888888888888889,2.8888888888888893,2.888888888888889,0.0,0.0,0.0,2.25,0.0,2.925619834710744,0.24000000000000005,0.0,0.0,9.0,0.0,0.0,1.0617283950617284,4.0,2.4375,1.537190082644628,0.0,0.0,1.6875,0.0,0.0,0.0,0.1875,0.0,1.0,2.25,0.25,0.0,0.0,0.0,3.555555555555556,0.0,0.0,10.888888888888888,0.0,0.0,0.0,0.0,0.0,0.25,0.0,14.239999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dribbles réussis_x,0.8617560553633218,1.8957851080246917,3.984375,0.800269137208219,0.9866836734693879,0.540828402366864,0.6073685174445224,0.23670172229843012,0.5627366143861546,0.004950372515531793,1.4067382293548731,0.525376,0.6809880815071129,0.22222222222222224,0.8399999999999999,0.0,0.7100591715976332,1.2367149758454106,0.888888888888889,0.4400000000000001,1.3388429752066116,0.5,0.0,1.2430555555555556,1.71900826446281,0.5517751479289941,0.37098255280073456,2.320987654320987,0.6982248520710056,1.654320987654321,0.5833333333333334,0.25,0.0,0.0,2.16,0.0,0.0,0.12244897959183677,4.198347107438018,0.25,4.0,0.0,0.0,0.16000000000000006,0.0,0.0,0.0,0.64,4.859375,0.25,0.4375,0.0,0.0,0.0,2.6666666666666665,0.888888888888889,0.6938775510204082,0.0,0.0,0.22222222222222224,2.25,0.0,0.25,0.1875,0.0,0.0,0.5555555555555557,0.13888888888888892,1.0617283950617287,1.8400000000000003,0.0,0.0,0.0,0.7755102040816327,0.22222222222222224,0.25,0.6666666666666666,0.888888888888889,3.555555555555556,0.0,0.0,0.0,1.0,0.0,1.4214876033057855,0.0,0.25,0.0,1.0,0.0,0.0,0.2469135802469136,2.25,0.9375,0.793388429752066,0.0,0.0,0.75,0.0,0.0,0.0,0.1875,0.0,1.0,2.25,0.25,0.0,0.0,0.0,2.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes réussies_y,55.50777681660898,131.05666473765433,73.0,149.71875161741116,158.2152551020408,427.01094674556214,452.59851652879945,589.7805212620027,451.2118374797187,69.89351748719092,278.1668615155702,540.0737439999999,226.89465590157639,254.8888888888889,75.03999999999999,0.0,167.0532544378698,256.57718966603653,12.666666666666666,712.2400000000001,88.62809917355372,127.05555555555559,541.6875,102.0763888888889,52.99173553719008,289.1479289940828,533.483930211203,194.46913580246914,211.8698224852071,112.17283950617283,328.22222222222223,221.1875,243.80555555555557,0.0,180.64,0.0,0.0,218.12244897959184,140.3305785123967,2.25,56.25,132.25,0.0,472.89000000000004,0.0,37.55555555555556,0.0,89.2,222.734375,0.25,392.0,0.0,0.0,66.8888888888889,338.0,256.5833333333333,66.40816326530611,82.66666666666667,1.0,24.222222222222225,110.25,0.0,20.25,1.25,0.0,0.0,97.80555555555556,214.25,384.8395061728395,436.0,0.0,0.0,0.0,72.57142857142857,379.5555555555555,72.25,188.2222222222222,57.555555555555564,16.222222222222225,0.0,0.0,0.0,16.0,0.0,89.35537190082644,239.76000000000005,110.25,0.0,30.25,0.0,0.0,251.35802469135803,81.0,397.484375,787.9008264462809,0.0,0.0,32.25,0.0,0.0,0.0,261.25,0.0,1.0,6.25,64.0,0.0,0.0,0.0,449.5555555555556,42.25,1.0,214.88888888888889,0.0,0.0,0.0,0.0,0.0,2.25,0.0,234.23999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes tentées_y,89.76820069204152,214.0625,101.5,261.52973448579263,225.1155102040816,546.0594082840237,626.1854033759653,656.3417500719742,648.1704637641968,87.91713076408998,378.48102880221063,676.200256,344.76326412918104,387.5555555555556,132.69,0.0,276.5207100591716,402.7994118882587,36.22222222222222,837.96,136.9090909090909,186.6875,708.1875,164.05555555555557,68.08264462809917,381.0192307692308,650.1010101010102,277.3333333333333,197.15976331360946,218.66666666666663,406.9166666666667,169.25,245.0,0.0,271.96000000000004,0.0,0.0,412.48979591836735,227.71900826446281,12.25,132.25,272.25,0.0,652.29,0.0,74.88888888888889,0.0,176.15999999999997,331.1875,0.25,509.4375,0.0,0.0,106.88888888888887,429.5555555555556,388.5555555555556,95.63265306122449,131.55555555555557,1.0,48.22222222222223,169.0,0.0,2.25,8.1875,0.0,0.0,100.13888888888887,206.2222222222222,403.1358024691358,542.4,0.0,0.0,0.0,120.24489795918366,373.5555555555555,196.0,266.88888888888886,121.55555555555554,77.55555555555556,0.0,0.0,0.0,30.25,0.0,182.3305785123967,369.36,64.0,0.0,81.0,0.0,0.0,455.55555555555554,16.0,531.75,927.8842975206609,0.0,0.0,51.0,0.0,0.0,0.0,430.25,0.0,1.0,4.0,72.25,0.0,0.0,0.0,518.0,6.25,1.0,320.6666666666667,0.0,0.0,0.0,0.0,0.0,6.25,0.0,459.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
% de passes réussies_y,505.63368233194535,332.85927196984716,125.63687499999999,316.68499999999995,250.34099862825792,117.26343969713358,254.62066027016792,145.09335939542802,295.43242843951987,229.40924828593353,234.60561905839748,170.4215226988755,344.4969856309871,62.206666666666685,165.7888888888889,0.0,103.76224852071007,139.33175762976168,34.76222222222221,392.0963999999999,121.37440000000001,108.44083333333337,27.636875,79.20888888888892,262.69520661157026,43.35514792899407,172.57886134067954,129.79283950617287,122.5869822485207,146.14024691358028,133.04583333333326,323.70249999999993,46.882222222222246,0.0,115.44090000000001,0.0,0.0,428.1338775510204,171.84628099173554,58.52249999999998,3.6099999999999945,10.240000000000018,0.0,713.0980000000001,0.0,64.80249999999995,0.0,106.87759999999999,356.38187500000004,0.0,65.92359374999995,0.0,0.0,56.0555555555556,131.9622222222223,36.3413888888889,111.66693877551019,523.2466666666668,0.0,6.248888888888891,0.5625,0.0,148.8399999999999,112.53687500000005,0.0,0.0,285.9791666666667,41.17888888888889,113.4335802469136,84.69200000000002,0.0,0.0,0.0,163.87632653061223,55.17555555555557,1.5625,97.08666666666666,148.72666666666672,58.52666666666669,0.0,0.0,0.0,0.002499999999999716,0.0,80.71057851239667,93.81200000000004,64.0,0.0,838.1025,0.0,0.0,81.35876543209876,102.01000000000003,101.76500000000001,96.29338842975208,0.0,0.0,110.53499999999994,0.0,0.0,0.0,20.981875,0.0,1.3224999999999967,108.15999999999997,115.5625,0.0,0.0,0.0,21.66888888888886,81.0,0.0,19.135555555555534,0.0,0.0,0.0,0.0,0.0,8.409999999999991,0.0,106.61840000000002,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,67.23999999999998,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distance totale des passes,12809.050960207613,30517.34548611111,19648.75,40309.88157962839,42791.863469387754,148913.6367455621,119496.7683526144,228527.24840810176,150702.4468631693,46241.20492067029,85801.67392921672,173487.21721600002,63851.169550173014,95402.66666666667,12406.810000000001,0.0,49483.32544378697,67672.43394244906,4880.88888888889,186061.00999999998,20854.95867768595,31466.88888888889,185831.1875,20688.854166666668,15597.8347107438,84354.10207100592,157249.22865013775,50285.555555555555,56156.36686390533,34521.50617283951,115703.80555555556,55878.75,71734.47222222223,0.0,54220.409999999996,0.0,0.0,60637.387755102056,28444.512396694216,90.25,10201.0,119716.0,0.0,172139.56,0.0,5573.555555555555,0.0,19674.239999999998,55285.234375,64.0,126729.984375,0.0,0.0,11630.22222222222,148440.66666666666,67766.47222222223,20919.632653061224,18770.666666666668,342.25,1296.2222222222224,73170.25,0.0,2162.25,4086.6875,0.0,0.0,28722.47222222222,79693.88888888889,82595.55555555556,131822.56,0.0,0.0,0.0,16651.14285714286,125377.55555555556,17161.0,41105.555555555555,7262.0,13388.666666666666,0.0,0.0,0.0,10506.25,0.0,20866.198347107435,90262.0,11990.25,0.0,21609.0,0.0,0.0,86006.17283950618,13924.0,120104.1875,225972.92561983468,0.0,0.0,4043.25,0.0,0.0,0.0,106857.1875,0.0,2550.25,1190.25,21904.0,0.0,0.0,0.0,94932.66666666667,42849.0,196.0,76236.22222222223,0.0,0.0,0.0,0.0,0.0,4.0,0.0,90700.55999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,306.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distance parcourue vers l'attaque avec les passes,1278.4252595155708,2229.749228395062,1963.484375,4081.2845090833803,2861.08387755102,12164.442899408285,15820.276670431304,32782.39067977442,23408.59978366685,29396.052473948665,8841.724944202359,14034.952656,5956.895520953481,6258.666666666667,1101.64,0.0,7093.443786982248,7365.684099978996,2100.222222222222,8807.8,1651.1570247933885,2573.0763888888887,28305.5,1460.972222222222,1951.8347107438012,7892.917159763314,12001.434343434345,2826.987654320988,4324.485207100592,2994.8888888888887,9438.472222222223,3453.6875,12518.88888888889,0.0,5494.210000000001,0.0,0.0,8671.632653061224,2248.9917355371904,42.25,2756.25,30625.0,0.0,22491.0,0.0,672.8888888888889,0.0,681.4399999999999,5198.859375,72.25,9837.109375,0.0,0.0,482.0,7654.88888888889,5152.138888888889,2482.244897959184,384.22222222222223,1.0,49.55555555555555,19044.0,0.0,324.0,1262.6875,0.0,0.0,1852.5555555555557,20006.333333333332,6923.777777777777,9019.44,0.0,0.0,0.0,808.8163265306122,3274.6666666666665,13225.0,5912.0,110.22222222222221,7933.555555555556,0.0,0.0,0.0,4.0,0.0,3834.5619834710747,8696.64,1190.25,0.0,3600.0,0.0,0.0,8205.506172839507,3600.0,21557.984375,28524.148760330572,0.0,0.0,1079.1875,0.0,0.0,0.0,7751.25,0.0,81.0,36.0,3136.0,0.0,0.0,0.0,5041.555555555556,16.0,12.25,7880.222222222222,0.0,0.0,0.0,0.0,0.0,49.0,0.0,7077.039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.25,30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes réussies (Court),21.126392733564018,54.593701774691354,40.5,48.8236633714611,61.4369387755102,95.03289940828402,147.19800982875984,97.04391691645922,114.2843090859924,11.236553550654687,79.453927091083,119.89710400000001,63.792387543252595,54.22222222222223,37.69,0.0,43.53846153846154,82.30917874396134,1.5555555555555556,153.25,36.4297520661157,59.90972222222222,208.5,30.222222222222225,21.05785123966942,73.15384615384616,130.45362718089987,76.44444444444444,90.55621301775145,50.39506172839506,55.666666666666664,52.25,75.55555555555556,0.0,42.81,0.0,0.0,59.26530612244897,61.68595041322314,4.0,9.0,0.25,0.0,106.60999999999999,0.0,27.555555555555554,0.0,31.839999999999996,67.9375,0.25,73.4375,0.0,0.0,24.0,66.8888888888889,67.47222222222223,19.63265306122449,14.0,0.25,20.22222222222222,20.25,0.0,9.0,2.1875,0.0,0.0,30.222222222222225,43.0,204.44444444444446,112.4,0.0,0.0,0.0,31.346938775510207,98.66666666666667,25.0,64.66666666666667,50.888888888888886,0.6666666666666666,0.0,0.0,0.0,2.25,0.0,35.27272727272727,46.0,64.0,0.0,6.25,0.0,0.0,53.358024691358025,42.25,100.25,184.06611570247935,0.0,0.0,10.6875,0.0,0.0,0.0,37.6875,0.0,4.0,1.0,12.25,0.0,0.0,0.0,137.55555555555554,16.0,0.25,38.22222222222222,0.0,0.0,0.0,0.0,0.0,6.25,0.0,59.040000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passes tentées (Court),28.920717993079588,64.57942708333333,39.734375,61.5623414937115,71.57530612244898,109.16071005917159,162.05280669088248,102.85459533607681,131.93574229313143,11.409074032820973,90.70294398979699,136.388544,78.62946943483276,82.66666666666667,42.25,0.0,59.28994082840237,99.07666456626758,1.5555555555555556,167.83999999999997,51.5206611570248,63.020833333333336,204.6875,40.576388888888886,29.09090909090909,85.97633136094674,146.87052341597797,88.22222222222223,102.89940828402368,61.20987654320988,72.55555555555556,42.5,84.58333333333333,0.0,55.81000000000002,0.0,0.0,73.14285714285714,81.0909090909091,2.25,12.25,1.0,0.0,122.01000000000002,0.0,42.0,0.0,46.64,96.25,0.25,106.25,0.0,0.0,24.222222222222218,64.22222222222221,93.13888888888887,24.9795918367347,22.88888888888889,0.25,22.888888888888886,56.25,0.0,4.0,2.6875,0.0,0.0,29.583333333333332,52.80555555555557,239.50617283950618,128.96,0.0,0.0,0.0,37.061224489795926,106.88888888888887,42.25,70.22222222222221,43.555555555555564,0.22222222222222224,0.0,0.0,0.0,0.25,0.0,53.35537190082644,58.160000000000004,64.0,0.0,16.0,0.0,0.0,73.77777777777777,36.0,87.1875,195.45454545454547,0.0,0.0,9.6875,0.0,0.0,0.0,70.6875,0.0,9.0,0.25,16.0,0.0,0.0,0.0,137.55555555555554,4.0,0.25,52.666666666666664,0.0,0.0,0.0,0.0,0.0,9.0,0.0,83.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
