,Joueur,Numéro de maillot,Nation,Emplacement,Âge,Minutes,Buts,Passes décisives_x,Pénaltys marqués,Pénaltys tirés,Total des tirs ,Shots on Target,Cartons jaunes_x,Cartons rouges_x,Touches_x,Tacles_x,Interceptions_x,Balles contrées_x,xG: Expected Goals,npxG: xG sans les pénaltys,xAG: Expected Assisted Goals_x,Actions menant à un tir,Actions menant à un but,Passes réussies_x,Passes tentées_x,% de passes réussies_x,Passes progressives_x,Balle au pied_x,Possessions progressives_x,Dribbles tentés_x,Dribbles réussis_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes réussies_y,Passes tentées_y,% de passes réussies_y,Distance totale des passes,Distance parcourue vers l'attaque avec les passes,Passes réussies (Court),Passes tentées (Court),% de passes réussies (Court),Passes réussies (Moyen),Passes tentées (Moyen),% de passes réussies (Moyen),Passes réussies (Long),Passes tentées (Long),% de passes réussies (Long),Passes décisives_y,xAG: Expected Assisted Goals_y,xA: Expected Assists,Passes clés,Passes dans le dernier tiers du terrain,Passes dans la surface de réparation,Centres dans la surface de réparation,Passes progressives_y,Passes tentées,Live-ball Passes,Dead-ball Passes,Passes sur coups francs,Passe en profondeur,Transversales,Centres_x,Throw-ins Taken,Corners,Corners rentrants,Corners sortants,Corners droits,Passes réussies,Passes hors-jeux,Passes bloquées_x,Tacles_y,Tacles réussis_x,Tacles (ZDéf),Tacles (MilTer),Tacles (ZOff),Dribbleurs taclés,Dribbles mis en échec,% of Dribblers Tackled,Tacles manqués,Balles contrées_y,Tirs bloqués,Passes bloquées_y,Interceptions_y,Tcl+Int,Dégagements,Erreurs,Touches_y,Touches (SurfRépDéf),Touches (ZDéf),Touches (MilTer),Touches (ZOff),Touches (SurfRépOff),Touches (Ballon vivant),Dribbles tentés_y,Dribbles réussis_y,% de dribbles réussis,Nombre de fois où le joueur a été taclé,Pourcentage de tacles subis lors des tentatives de franchissement,Balle au pied_y,Distance totale parcourue avec le ballon,Distance parcourue vers l'attaque en portant la balle,Possessions progressives_y,Chevauchées dans le dernier tiers,Chevauchées dans la surface de réparation,Mauvais contrôle,Perte de balle,Passes reçues,Passes progressives reçues,Cartons jaunes_y,Cartons rouges_y,Deuxième carton jaune,Fautes commises,Fautes provoquées,Hors-jeux,Centres_y,Interceptions,Tacles réussis_y,Pénaltys réussis,Pénaltys concédés,But contre son camp,Récupérations de balle,Aerials Won,Aerials Lost,% of Aerials Won
18,Harry Wilson,8,wls WAL,"RW,CM",25-201,14,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,8,0,0,0,fd962109,42e38f9d,c6dc9ecd,7c21e445,3,fd962109,1,8,9,88.9,132,7,4,5,80.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,9,8,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,0,2,4,3,0,9,0,0,,0,,8,42,13,0,1,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
19,Andreas Pereira,18,br BRA,AM,26-281,76,1,0,0,0,2,2,1,0,43,1,0,0,0.2,0.2,0.0,1,0,23,36,63.9,2,24,0,1,0,fd962109,42e38f9d,6639e500,7c21e445,3,fd962109,1,23,36,63.9,529,114,8,11,72.7,7,7,100.0,7,11,63.6,0,0.0,0.0,1,2,0,0,2,36,30,4,1,0,0,3,0,2,1,1,0,23,2,2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,43,0,4,23,16,4,43,1,0,0.0,0,0.0,24,147,26,0,3,1,3,1,28,8,1,0,0,1,1,0,3,0,0,0,1,0,5,0,1,0.0
20,Josh Onomah,25,eng ENG,"AM,CM",25-165,14,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,1,1,0,fd962109,42e38f9d,6612cd8c,7c21e445,3,fd962109,1,4,6,66.7,54,0,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,10,0,3,3,4,0,10,1,0,0.0,1,100.0,5,38,24,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
21,João Palhinha,26,pt POR,"DM,CB",27-092,90,0,0,0,0,0,0,0,0,71,3,0,1,0.0,0.0,0.0,1,0,51,60,85.0,7,40,0,0,0,fd962109,42e38f9d,a78ff07f,7c21e445,3,fd962109,1,51,60,85.0,916,204,24,25,96.0,21,22,95.5,6,11,54.5,0,0.0,0.0,0,6,0,0,7,60,59,1,1,0,3,0,0,0,0,0,0,51,0,1,3,0,1,2,0,0,2,0.0,2,1,0,1,0,3,1,0,71,1,11,57,3,0,71,0,0,,0,,40,160,64,0,1,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
22,Harrison Reed,6,eng ENG,DM,27-255,70,0,0,0,0,0,0,1,0,50,1,1,0,0.0,0.0,0.0,0,0,35,42,83.3,1,18,0,0,0,fd962109,42e38f9d,803ae100,7c21e445,3,fd962109,1,35,42,83.3,514,29,20,22,90.9,14,15,93.3,1,2,50.0,0,0.0,0.0,0,2,0,0,1,42,40,2,0,0,0,0,0,0,0,0,0,35,0,0,1,1,0,1,0,0,0,,0,0,0,0,1,2,3,0,50,3,9,30,11,2,50,0,0,,0,,18,69,26,0,1,0,0,1,32,3,1,0,0,0,0,0,0,1,1,0,0,0,4,1,0,100.0
23,Tom Cairney,10,sct SCO,"DM,CM",31-262,20,0,0,0,0,1,0,0,0,21,0,0,0,0.1,0.1,0.0,1,0,17,19,89.5,1,18,2,0,0,fd962109,42e38f9d,a8748947,7c21e445,3,fd962109,1,17,19,89.5,278,25,8,8,100.0,8,9,88.9,1,2,50.0,0,0.0,0.0,0,2,0,0,1,19,18,1,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,0,4,12,6,3,21,0,0,,0,,18,146,72,2,2,1,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
24,Antonee Robinson,33,us USA,"LB,WB",25-062,90,0,0,0,0,0,0,0,0,82,2,0,4,0.0,0.0,0.0,3,0,46,68,67.6,4,37,5,2,0,fd962109,42e38f9d,289601e6,7c21e445,3,fd962109,1,46,68,67.6,931,453,15,21,71.4,24,32,75.0,6,12,50.0,0,0.0,0.1,0,7,2,0,4,68,56,12,1,0,0,3,11,0,0,0,0,46,0,2,2,2,2,0,0,0,0,,0,4,1,3,0,2,3,0,82,2,38,28,18,1,82,2,0,0.0,1,50.0,37,271,193,5,4,1,2,0,42,4,0,0,0,0,2,0,3,0,2,0,0,0,11,2,1,66.7
25,Tim Ream,13,us USA,CB,35-004,90,0,0,0,0,0,0,0,0,82,1,1,4,0.0,0.0,0.0,1,0,61,70,87.1,5,56,1,0,0,fd962109,42e38f9d,28b40c9c,7c21e445,3,fd962109,1,61,70,87.1,1203,421,19,19,100.0,39,42,92.9,3,8,37.5,0,0.0,0.0,0,4,0,0,5,70,69,1,0,0,1,1,0,0,0,0,0,61,0,1,1,0,1,0,0,0,1,0.0,1,4,3,1,1,2,1,0,82,11,42,39,1,0,82,0,0,,0,,56,314,231,1,1,0,1,1,60,0,0,0,0,1,0,1,1,1,0,0,0,0,7,0,2,0.0
26,Tosin Adarabioyo,4,eng ENG,CB,25-015,90,0,0,0,0,0,0,0,0,74,1,1,1,0.0,0.0,0.0,0,0,57,62,91.9,4,43,2,0,0,fd962109,42e38f9d,c81d773d,7c21e445,3,fd962109,1,57,62,91.9,1120,405,13,13,100.0,44,47,93.6,0,2,0.0,0,0.0,0.0,0,1,0,0,4,62,58,4,3,0,0,0,1,0,0,0,0,57,0,0,1,1,1,0,0,0,2,0.0,2,1,1,0,1,2,8,0,74,14,34,38,2,0,74,0,0,,0,,43,300,230,2,2,0,1,0,50,0,0,0,0,0,1,0,0,1,1,0,0,0,3,2,1,66.7
27,Bobby Reid,14,jm JAM,"RB,WB",29-249,90,0,0,0,0,0,0,0,0,68,2,1,0,0.0,0.0,0.0,0,0,47,60,78.3,3,33,2,0,0,fd962109,42e38f9d,0f7533cd,7c21e445,3,fd962109,1,47,60,78.3,838,310,20,24,83.3,23,25,92.0,4,9,44.4,0,0.0,0.0,0,3,2,0,3,60,54,6,0,0,0,1,6,0,0,0,0,47,0,0,2,2,2,0,0,0,0,,0,0,0,0,1,3,2,0,68,4,21,33,14,0,68,0,0,,0,,33,149,66,2,1,0,1,0,44,3,0,0,0,1,1,0,1,1,2,0,0,0,8,0,0,
28,Bernd Leno,17,de GER,GK,30-219,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,26,28,92.9,0,17,0,0,0,fd962109,42e38f9d,2628fd2b,7c21e445,3,fd962109,1,26,28,92.9,521,347,9,9,100.0,14,14,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0,28,21,7,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,31,33,0,0,0,33,0,0,,0,,17,64,26,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
0,Odsonne Édouard,22,fr FRA,FW,24-266,85,1,0,0,0,2,1,0,0,34,1,0,2,0.3,0.3,0.0,2,0,17,20,85.0,2,11,0,0,0,47c64c55,f9563020,0562b7f1,47c64c55,2,5bfb9659,1,17,20,85.0,171,36,12,13,92.3,2,3,66.7,0,0,,0,0.0,0.0,1,1,1,0,2,20,19,1,0,0,0,0,0,0,0,0,0,17,0,1,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,1,0,34,2,5,18,11,3,34,0,0,,0,,11,17,7,0,0,0,7,2,23,3,0,0,0,1,0,1,0,0,0,0,0,0,2,1,5,16.7
1,Jean-Philippe Mateta,14,fr FRA,FW,25-103,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,3,0,0,0,47c64c55,f9563020,50e6dc35,47c64c55,2,5bfb9659,1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,,0,,3,6,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2,Wilfried Zaha,11,ci CIV,"LW,RW",29-333,90,0,1,0,0,4,1,0,0,45,2,0,1,0.2,0.2,0.1,3,1,20,28,71.4,3,28,5,4,1,47c64c55,f9563020,b2bc3b1f,47c64c55,2,5bfb9659,1,20,28,71.4,229,63,13,16,81.3,5,6,83.3,0,0,,1,0.1,0.1,1,1,1,0,3,28,27,1,0,0,0,2,1,0,0,0,0,20,0,2,2,1,0,1,1,0,0,,0,1,0,1,0,2,0,0,45,0,1,21,23,7,45,4,1,25.0,3,75.0,28,239,79,5,0,3,4,5,39,12,0,0,0,1,4,1,2,0,1,0,0,0,4,0,0,
3,Jordan Ayew,9,gh GHA,RW,31-028,64,0,0,0,0,1,0,0,0,35,0,0,2,0.1,0.1,0.1,5,1,21,24,87.5,3,21,2,5,0,47c64c55,f9563020,da052c14,47c64c55,2,5bfb9659,1,21,24,87.5,293,57,13,13,100.0,5,7,71.4,2,2,100.0,0,0.1,0.0,2,2,0,0,3,24,22,2,2,1,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,35,1,6,22,7,1,35,5,0,0.0,2,40.0,21,109,52,2,0,0,2,2,26,4,0,0,0,2,7,0,1,0,0,0,0,0,3,1,0,100.0
4,Tyrick Mitchell,3,eng ENG,LB,23-038,26,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.0,0.0,1,0,14,21,66.7,2,5,0,0,0,47c64c55,f9563020,5cbd1eb0,47c64c55,2,5bfb9659,1,14,21,66.7,200,124,6,9,66.7,8,9,88.9,0,1,0.0,0,0.0,0.0,0,1,1,0,2,21,10,11,2,0,0,0,9,0,0,0,0,14,0,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,23,1,11,5,7,0,23,0,0,,0,,5,11,4,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
5,Eberechi Eze,10,eng ENG,"LM,LW",24-102,90,1,0,0,0,3,1,0,0,68,1,1,0,0.2,0.2,0.3,4,1,42,56,75.0,5,26,3,4,2,47c64c55,f9563020,ae4fc6a4,47c64c55,2,5bfb9659,1,42,56,75.0,588,158,22,30,73.3,13,14,92.9,2,5,40.0,0,0.3,0.2,2,2,1,0,5,56,47,8,4,0,0,3,0,3,0,1,0,42,1,0,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,68,0,16,35,19,1,68,4,2,50.0,1,25.0,26,107,58,3,2,1,3,0,34,1,0,0,0,0,6,0,3,1,0,0,0,0,14,0,3,0.0
6,Cheick Doucouré,28,ml MLI,CM,22-274,63,0,0,0,0,0,0,1,0,49,2,3,1,0.0,0.0,0.1,3,0,29,37,78.4,3,21,1,0,0,47c64c55,f9563020,ce4f40c7,47c64c55,2,5bfb9659,1,29,37,78.4,553,200,8,11,72.7,17,19,89.5,3,3,100.0,0,0.1,0.0,1,2,0,0,3,37,37,0,0,0,0,0,0,0,0,0,0,29,0,1,2,1,2,0,0,2,3,66.7,1,1,0,1,3,5,1,0,49,2,17,26,7,0,49,0,0,,0,,21,125,51,1,1,0,2,3,21,0,1,0,0,2,0,0,0,3,1,0,0,0,9,2,0,100.0
7,Luka Milivojević,4,rs SRB,CM,31-185,27,0,0,0,0,0,0,0,0,6,1,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,47c64c55,f9563020,2ce2508a,47c64c55,2,5bfb9659,1,2,3,66.7,26,4,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,6,1,3,2,1,0,6,0,0,,0,,3,15,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
8,Michael Olise,7,fr FRA,"RM,RW",20-301,84,0,1,0,0,1,1,1,0,50,3,0,4,0.1,0.1,0.3,5,1,22,31,71.0,1,29,3,8,2,47c64c55,f9563020,c4486bac,47c64c55,2,5bfb9659,1,22,31,71.0,310,118,11,13,84.6,4,5,80.0,3,7,42.9,1,0.3,0.3,3,0,1,1,1,31,27,4,2,0,0,6,0,2,1,0,1,22,0,0,3,0,3,0,0,1,5,20.0,4,4,0,4,0,3,1,0,50,1,17,18,17,1,50,8,2,25.0,4,50.0,29,149,46,3,1,1,3,0,31,9,1,0,0,0,2,0,6,0,0,0,0,0,7,0,1,0.0
9,Will Hughes,19,eng ENG,"LM,RW",27-175,6,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,47c64c55,f9563020,a0666d3e,47c64c55,2,5bfb9659,1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,2,0,1,0,1,0,2,0,0,,0,,1,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
10,Jeffrey Schlupp,15,gh GHA,"LB,RM",29-290,90,0,0,0,0,0,0,0,0,79,3,4,4,0.0,0.0,0.0,1,0,44,66,66.7,2,29,2,1,1,47c64c55,f9563020,3312f911,47c64c55,2,5bfb9659,1,44,66,66.7,787,271,16,20,80.0,22,32,68.8,4,7,57.1,0,0.0,0.0,0,2,0,0,2,66,52,14,2,0,0,2,12,0,0,0,0,44,0,3,3,2,2,1,0,1,2,50.0,1,4,2,2,4,7,2,0,79,3,34,38,8,1,79,1,1,100.0,0,0.0,29,175,85,2,1,0,0,2,38,1,0,0,0,3,0,0,2,4,2,0,0,0,7,3,0,100.0
11,Marc Guéhi,6,eng ENG,CB,22-088,90,0,0,0,0,0,0,1,0,72,2,0,3,0.0,0.0,0.0,1,0,52,61,85.2,1,38,1,2,1,47c64c55,f9563020,d0706b27,47c64c55,2,5bfb9659,1,52,61,85.2,1108,327,14,15,93.3,31,33,93.9,7,12,58.3,0,0.0,0.0,0,1,0,0,1,61,56,5,5,0,3,0,0,0,0,0,0,52,0,1,2,1,2,0,0,0,0,,0,3,1,2,0,2,4,0,72,14,60,11,2,0,72,2,1,50.0,0,0.0,38,164,73,1,0,0,0,0,48,0,1,0,0,1,2,0,0,0,1,0,0,0,3,2,0,100.0
12,Joachim Andersen,16,dk DEN,CB,26-131,90,0,0,0,0,2,1,0,0,59,1,2,1,0.2,0.2,0.0,0,0,32,44,72.7,4,29,0,1,0,47c64c55,f9563020,e34fc66d,47c64c55,2,5bfb9659,1,32,44,72.7,923,509,4,4,100.0,18,20,90.0,10,20,50.0,0,0.0,0.0,0,5,1,0,4,44,39,5,4,0,2,0,1,0,0,0,0,32,0,0,1,0,1,0,0,1,2,50.0,1,1,0,1,2,3,6,0,59,15,44,12,3,3,59,1,0,0.0,1,100.0,29,160,95,0,0,1,0,0,35,0,0,0,0,2,1,0,0,2,0,0,0,0,4,2,1,66.7
13,Joel Ward,2,eng ENG,RB,32-345,90,0,0,0,0,0,0,0,0,56,1,3,1,0.0,0.0,0.0,0,0,36,48,75.0,6,18,0,0,0,47c64c55,f9563020,8a7ff278,47c64c55,2,5bfb9659,1,36,48,75.0,570,306,19,23,82.6,14,18,77.8,2,6,33.3,0,0.0,0.0,0,1,0,0,6,48,41,7,1,0,0,1,6,0,0,0,0,36,0,0,1,1,1,0,0,1,1,100.0,0,1,0,1,3,4,3,0,56,1,28,20,8,0,56,0,0,,0,,18,84,20,0,0,0,0,1,28,0,0,0,0,0,0,0,1,3,1,0,0,0,4,2,2,50.0
14,Vicente Guaita,13,es ESP,GK,35-272,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,27,34,79.4,0,22,0,0,0,47c64c55,f9563020,ab13a5aa,47c64c55,2,5bfb9659,1,27,34,79.4,624,388,5,6,83.3,14,15,93.3,7,11,63.6,0,0.0,0.0,0,0,0,0,0,34,24,9,1,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,33,35,0,0,0,35,0,0,,0,,22,121,88,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
15,Patrick Bamford,9,eng ENG,FW,29-034,61,0,0,0,0,2,1,0,0,22,2,0,0,0.4,0.4,0.0,0,0,9,16,56.3,0,14,0,0,0,5bfb9659,f9563020,93feac6e,47c64c55,2,5bfb9659,1,9,16,56.3,105,35,4,8,50.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,16,14,2,0,0,0,1,0,0,0,0,0,9,0,1,2,1,0,2,0,0,0,,0,0,0,0,0,2,1,0,22,0,3,11,8,1,22,0,0,,0,,14,37,18,0,0,0,1,1,19,6,0,0,0,0,3,2,1,0,1,0,0,0,2,0,1,0.0
16,Crysencio Summerville,10,nl NED,"RW,AM,FW",20-344,29,0,0,0,0,1,0,0,0,14,1,0,2,0.0,0.0,0.0,0,0,4,6,66.7,0,6,0,1,0,5bfb9659,f9563020,df04eb4b,47c64c55,2,5bfb9659,1,4,6,66.7,49,25,2,2,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,1,1,0,6,6,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,14,0,2,3,9,2,14,1,0,0.0,0,0.0,6,23,6,0,1,0,0,2,8,0,0,0,0,2,1,0,1,0,1,0,0,0,3,0,0,
17,Jack Harrison,11,eng ENG,"LW,AM",25-323,90,0,0,0,0,1,1,0,0,49,3,0,0,0.0,0.0,0.1,3,0,19,35,54.3,6,33,0,5,2,5bfb9659,f9563020,aa849a12,47c64c55,2,5bfb9659,1,19,35,54.3,305,148,10,13,76.9,3,8,37.5,3,8,37.5,0,0.1,0.2,1,3,2,0,6,35,29,6,3,0,0,8,0,3,1,2,0,19,0,2,3,1,0,0,3,1,1,100.0,0,0,0,0,0,3,0,0,49,0,1,17,32,3,49,5,2,40.0,3,60.0,33,124,41,0,1,0,6,0,35,7,0,0,0,0,1,0,8,0,1,0,0,0,5,0,1,0.0
18,Brenden Aaronson,7,us USA,"RW,AM",21-352,75,0,0,0,0,2,0,0,0,35,1,0,2,0.1,0.1,0.0,3,1,17,25,68.0,2,17,1,2,1,5bfb9659,f9563020,5bc43860,47c64c55,2,5bfb9659,1,17,25,68.0,164,63,9,13,69.2,2,3,66.7,1,3,33.3,0,0.0,0.1,0,1,0,0,2,25,23,2,2,0,0,1,0,0,0,0,0,17,0,1,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0,35,0,2,13,20,2,35,2,1,50.0,1,50.0,17,82,35,1,0,1,0,5,21,5,0,0,0,0,2,0,1,0,0,0,0,0,5,0,3,0.0
19,Mateusz Klich,43,pl POL,"DM,AM",32-118,15,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,0,0,5bfb9659,f9563020,282679b4,47c64c55,2,5bfb9659,1,4,5,80.0,30,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,7,0,0,4,3,1,7,0,0,,0,,4,7,5,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,Rodrigo,19,es ESP,"AM,FW",31-217,90,0,0,0,0,1,0,0,0,40,2,0,2,0.0,0.0,0.2,4,0,21,33,63.6,4,29,1,4,3,5bfb9659,f9563020,1fb1c435,47c64c55,2,5bfb9659,1,21,33,63.6,281,98,10,13,76.9,6,8,75.0,2,4,50.0,0,0.2,0.1,3,2,4,1,4,33,31,2,0,0,0,2,1,0,0,0,0,21,0,2,2,0,0,1,1,1,2,50.0,1,2,1,1,0,2,0,0,40,0,3,14,23,2,40,4,3,75.0,1,25.0,29,139,38,1,1,0,1,0,29,5,0,0,0,3,1,0,2,0,0,0,0,0,5,1,2,33.3
21,Marc Roca,8,es ESP,DM,25-317,83,0,0,0,0,1,0,0,0,42,0,2,0,0.1,0.1,0.0,0,0,25,36,69.4,4,25,0,0,0,5bfb9659,f9563020,da27e268,47c64c55,2,5bfb9659,1,25,36,69.4,286,133,19,24,79.2,5,8,62.5,0,1,0.0,0,0.0,0.0,0,1,1,0,4,36,34,1,1,0,0,2,0,0,0,0,0,25,1,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,42,0,6,22,15,3,42,0,0,,0,,25,68,31,0,1,0,0,0,27,2,0,0,0,2,1,0,2,2,0,0,0,0,4,2,0,100.0
22,Joe Gelhardt,30,eng ENG,FW,20-158,7,0,0,0,0,1,1,0,0,4,1,0,1,0.1,0.1,0.0,0,0,1,1,100.0,0,2,0,0,0,5bfb9659,f9563020,01962d0d,47c64c55,2,5bfb9659,1,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,4,0,1,0,3,1,4,0,0,,0,,2,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
23,Tyler Adams,12,us USA,DM,23-237,90,0,0,0,0,0,0,0,0,69,5,1,0,0.0,0.0,0.4,3,0,40,52,76.9,7,32,0,3,0,5bfb9659,f9563020,2b09d998,47c64c55,2,5bfb9659,1,40,52,76.9,586,211,20,24,83.3,11,14,78.6,4,6,66.7,0,0.4,0.3,2,5,2,0,7,52,50,2,2,1,0,0,0,0,0,0,0,40,0,2,5,4,1,2,2,3,3,100.0,0,0,0,0,1,6,1,0,69,1,17,36,16,1,69,3,0,0.0,3,100.0,32,104,34,0,1,0,2,2,33,0,0,0,0,2,2,0,0,1,4,0,0,0,10,2,0,100.0
24,Pascal Struijk,21,nl NED,LB,23-059,90,1,0,0,0,1,1,1,0,63,5,0,0,0.2,0.2,0.1,2,0,42,55,76.4,5,20,3,2,2,5bfb9659,f9563020,f4d296e4,47c64c55,2,5bfb9659,1,42,55,76.4,545,396,28,32,87.5,12,14,85.7,1,3,33.3,0,0.1,0.1,2,3,1,0,5,55,39,16,0,0,0,1,16,0,0,0,0,42,0,4,5,3,1,2,2,3,4,75.0,1,0,0,0,0,5,0,0,63,2,6,35,23,3,63,2,2,100.0,0,0.0,20,83,44,3,0,1,2,0,28,4,1,0,0,5,0,0,1,0,3,0,0,0,5,2,1,66.7
25,Liam Cooper,6,sct SCO,CB,31-040,90,0,0,0,0,0,0,0,0,44,3,1,0,0.0,0.0,0.0,0,0,19,36,52.8,0,19,0,0,0,5bfb9659,f9563020,dc64b8b3,47c64c55,2,5bfb9659,1,19,36,52.8,373,243,6,9,66.7,10,19,52.6,2,6,33.3,0,0.0,0.0,0,1,0,0,0,36,35,1,1,0,0,0,0,0,0,0,0,19,0,0,3,2,2,1,0,1,4,25.0,3,0,0,0,1,4,2,0,44,7,33,10,1,1,44,0,0,,0,,19,88,50,0,0,0,1,0,18,0,0,0,0,1,0,0,0,1,2,0,0,0,10,1,2,33.3
26,Robin Koch,5,de GER,CB,26-084,90,0,0,0,0,0,0,1,0,46,1,2,1,0.0,0.0,0.0,0,0,22,35,62.9,2,20,0,0,0,5bfb9659,f9563020,ea6bc03a,47c64c55,2,5bfb9659,1,22,35,62.9,486,272,3,6,50.0,14,16,87.5,4,9,44.4,0,0.0,0.0,0,1,0,0,2,35,33,2,2,0,0,1,0,0,0,0,0,22,0,2,1,0,1,0,0,0,0,,0,1,0,1,2,3,6,0,46,6,30,13,3,1,46,0,0,,0,,20,118,53,0,0,0,0,0,19,1,1,0,0,3,1,0,1,2,0,0,0,0,6,5,3,62.5
27,Rasmus Nissen,25,dk DEN,RB,25-090,83,0,0,0,0,0,0,1,0,52,4,4,4,0.0,0.0,0.0,0,0,25,36,69.4,1,8,0,0,0,5bfb9659,f9563020,39769cff,47c64c55,2,5bfb9659,1,25,36,69.4,359,221,14,18,77.8,11,16,68.8,0,0,,0,0.0,0.0,0,1,0,0,1,36,21,14,0,0,0,0,14,0,0,0,0,25,1,1,4,0,3,1,0,1,2,50.0,1,4,2,2,4,8,2,0,52,4,21,23,9,0,52,0,0,,0,,8,19,5,0,0,0,0,0,10,0,1,0,0,2,0,0,0,4,0,0,0,0,3,0,1,0.0
28,Luke Ayling,2,eng ENG,RB,31-045,7,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,5bfb9659,f9563020,420d7c7d,47c64c55,2,5bfb9659,1,2,3,66.7,27,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,4,0,3,1,0,0,4,0,0,,0,,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
