,Joueur,Numéro de maillot,Nation,Emplacement,Âge,Minutes,Buts,Passes décisives_x,Pénaltys marqués,Pénaltys tirés,Total des tirs ,Shots on Target,Cartons jaunes_x,Cartons rouges_x,Touches_x,Tacles_x,Interceptions_x,Balles contrées_x,xG: Expected Goals,npxG: xG sans les pénaltys,xAG: Expected Assisted Goals_x,Actions menant à un tir,Actions menant à un but,Passes réussies_x,Passes tentées_x,% de passes réussies_x,Passes progressives_x,Balle au pied_x,Possessions progressives_x,Dribbles tentés_x,Dribbles réussis_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes réussies_y,Passes tentées_y,% de passes réussies_y,Distance totale des passes,Distance parcourue vers l'attaque avec les passes,Passes réussies (Court),Passes tentées (Court),% de passes réussies (Court),Passes réussies (Moyen),Passes tentées (Moyen),% de passes réussies (Moyen),Passes réussies (Long),Passes tentées (Long),% de passes réussies (Long),Passes décisives_y,xAG: Expected Assisted Goals_y,xA: Expected Assists,Passes clés,Passes dans le dernier tiers du terrain,Passes dans la surface de réparation,Centres dans la surface de réparation,Passes progressives_y,Passes tentées,Live-ball Passes,Dead-ball Passes,Passes sur coups francs,Passe en profondeur,Transversales,Centres_x,Throw-ins Taken,Corners,Corners rentrants,Corners sortants,Corners droits,Passes réussies,Passes hors-jeux,Passes bloquées_x,Tacles_y,Tacles réussis_x,Tacles (ZDéf),Tacles (MilTer),Tacles (ZOff),Dribbleurs taclés,Dribbles mis en échec,% of Dribblers Tackled,Tacles manqués,Balles contrées_y,Tirs bloqués,Passes bloquées_y,Interceptions_y,Tcl+Int,Dégagements,Erreurs,Touches_y,Touches (SurfRépDéf),Touches (ZDéf),Touches (MilTer),Touches (ZOff),Touches (SurfRépOff),Touches (Ballon vivant),Dribbles tentés_y,Dribbles réussis_y,% de dribbles réussis,Nombre de fois où le joueur a été taclé,Pourcentage de tacles subis lors des tentatives de franchissement,Balle au pied_y,Distance totale parcourue avec le ballon,Distance parcourue vers l'attaque en portant la balle,Possessions progressives_y,Chevauchées dans le dernier tiers,Chevauchées dans la surface de réparation,Mauvais contrôle,Perte de balle,Passes reçues,Passes progressives reçues,Cartons jaunes_y,Cartons rouges_y,Deuxième carton jaune,Fautes commises,Fautes provoquées,Hors-jeux,Centres_y,Interceptions,Tacles réussis_y,Pénaltys réussis,Pénaltys concédés,But contre son camp,Récupérations de balle,Aerials Won,Aerials Lost,% of Aerials Won
7,Pervis Estupiñán,30,ec ECU,WB,24-260,66,0,0,0,0,0,0,0,0,39,1,1,2,0.0,0.0,0.0,0,0,28,32,87.5,3,10,0,1,0,d07537b9,3eeefbc5,d38fdf53,d07537b9,0,361ca564,1,28,32,87.5,341,132,19,22,86.4,9,10,90.0,0,0,,0,0.0,0.1,0,1,2,1,3,32,25,7,1,0,0,1,6,0,0,0,0,28,0,0,1,0,0,0,1,1,1,100.0,0,2,0,2,1,2,1,0,39,1,7,14,18,1,39,1,0,0.0,1,100.0,10,42,16,0,0,0,0,0,21,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,25.0
8,Kaoru Mitoma,22,jp JPN,"WB,LW,LM",25-141,24,0,0,0,0,2,1,0,0,20,0,0,0,0.0,0.0,0.1,2,0,13,15,86.7,1,9,4,3,3,d07537b9,3eeefbc5,74618572,d07537b9,0,361ca564,1,13,15,86.7,184,30,9,11,81.8,4,4,100.0,0,0,,0,0.1,0.1,1,0,1,0,1,15,12,3,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,0,2,5,14,5,20,3,3,100.0,0,0.0,9,107,72,4,2,2,0,1,16,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,100.0
9,Solly March,7,eng ENG,"WB,LB",28-080,90,0,0,0,0,1,0,0,0,63,0,1,1,0.0,0.0,0.0,5,0,42,54,77.8,6,40,3,6,1,d07537b9,3eeefbc5,bb5fbd2b,d07537b9,0,361ca564,1,42,54,77.8,559,126,27,31,87.1,15,17,88.2,0,4,0.0,0,0.0,0.1,1,1,0,0,6,54,46,8,3,0,1,5,5,0,0,0,0,42,0,1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,63,1,6,24,33,4,63,6,1,16.7,1,16.7,40,245,105,3,3,1,4,0,43,12,0,0,0,1,2,2,5,1,0,0,0,0,6,1,3,25.0
10,Adam Webster,4,eng ENG,CB,27-277,90,0,0,0,0,1,0,0,0,87,1,1,0,0.0,0.0,0.0,1,0,75,81,92.6,8,56,1,0,0,d07537b9,3eeefbc5,c40b6180,d07537b9,0,361ca564,1,75,81,92.6,1192,442,42,42,100.0,28,32,87.5,5,7,71.4,0,0.0,0.0,1,10,0,0,8,81,80,1,0,0,2,0,1,0,0,0,0,75,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,87,6,30,45,12,1,87,0,0,,0,,56,248,137,1,0,0,1,1,71,1,0,0,0,0,0,0,0,1,1,0,0,0,9,2,1,66.7
11,Lewis Dunk,5,eng ENG,CB,30-321,90,0,0,0,0,1,0,0,0,89,1,4,1,0.2,0.2,0.0,0,0,70,81,86.4,3,49,0,0,0,d07537b9,3eeefbc5,282f75f3,d07537b9,0,361ca564,1,70,81,86.4,1258,397,23,25,92.0,40,44,90.9,7,11,63.6,0,0.0,0.0,0,4,0,0,3,81,78,3,2,0,0,1,1,0,0,0,0,70,0,1,1,1,1,0,0,0,2,0.0,2,1,1,0,4,5,1,0,89,14,49,36,4,1,89,0,0,,0,,49,210,82,0,1,0,0,1,65,0,0,0,0,0,1,0,1,4,1,0,0,0,6,2,0,100.0
12,Joël Veltman,34,nl NED,"CB,RB",30-266,87,0,0,0,0,0,0,1,0,75,3,0,2,0.0,0.0,0.0,0,0,60,68,88.2,5,33,2,0,0,d07537b9,3eeefbc5,dad4b285,d07537b9,0,361ca564,1,60,68,88.2,954,296,31,32,96.9,23,25,92.0,4,9,44.4,0,0.0,0.0,0,3,0,0,5,68,61,7,4,0,1,0,3,0,0,0,0,60,0,1,3,1,2,1,0,1,4,25.0,3,2,0,2,0,3,2,0,75,4,29,43,4,0,75,0,0,,0,,33,204,103,2,0,0,0,0,52,0,1,0,0,2,1,0,0,0,1,0,0,0,7,0,0,
13,Tariq Lamptey,2,gh GHA,"RB,CB",22-008,3,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,3,1,1,0,d07537b9,3eeefbc5,f4e433d4,d07537b9,0,361ca564,1,5,5,100.0,59,7,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,1,4,1,0,6,1,0,0.0,0,0.0,3,24,17,1,1,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
14,Robert Sánchez,1,es ESP,GK,24-324,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,29,38,76.3,0,18,0,0,0,d07537b9,3eeefbc5,6a713852,d07537b9,0,361ca564,1,29,38,76.3,733,549,10,11,90.9,13,13,100.0,6,13,46.2,0,0.0,0.0,0,0,0,0,0,38,23,14,1,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,39,37,39,0,0,0,39,0,0,,0,,18,61,48,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,Harry Kane,10,eng ENG,FW,29-072,89,1,0,0,0,4,1,1,0,30,1,0,1,0.6,0.6,0.0,3,0,11,18,61.1,4,22,3,4,2,361ca564,3eeefbc5,21a66f6a,d07537b9,0,361ca564,1,11,18,61.1,195,90,5,8,62.5,6,8,75.0,0,2,0.0,0,0.0,0.0,1,1,1,0,4,18,17,1,0,1,0,1,1,0,0,0,0,11,0,0,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,30,0,0,13,17,4,30,4,2,50.0,2,50.0,22,159,98,3,2,1,3,1,25,7,1,0,0,1,2,0,1,0,1,0,0,0,3,1,1,50.0
16,Oliver Skipp,4,eng ENG,CM,22-022,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0,361ca564,3eeefbc5,6250083a,d07537b9,0,361ca564,1,2,2,100.0,15,3,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
17,Son Heung-min,7,kr KOR,"FW,AM",30-092,79,0,1,0,0,2,1,0,0,37,1,1,2,0.1,0.1,0.4,6,2,15,22,68.2,1,18,1,7,5,361ca564,3eeefbc5,92e7e919,d07537b9,0,361ca564,1,15,22,68.2,194,45,8,10,80.0,7,7,100.0,0,2,0.0,1,0.4,0.3,3,1,0,0,1,22,20,2,1,0,0,2,0,1,0,1,0,15,0,2,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0,37,0,2,17,19,2,37,7,5,71.4,1,14.3,18,93,32,1,2,1,5,2,24,8,0,0,0,0,3,1,2,1,1,0,0,0,2,0,0,
18,Ivan Perišić,14,hr CRO,AM,33-248,11,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,3,4,75.0,0,1,1,1,0,361ca564,3eeefbc5,6fe90922,d07537b9,0,361ca564,1,3,4,75.0,25,7,3,3,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,6,0,1,2,3,2,6,1,0,0.0,1,100.0,1,6,4,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
19,Pierre Højbjerg,5,dk DEN,CM,27-064,90,0,0,0,0,0,0,0,0,87,0,4,3,0.0,0.0,0.1,3,0,67,78,85.9,9,42,3,0,0,361ca564,3eeefbc5,8b04d6c1,d07537b9,0,361ca564,1,67,78,85.9,1131,325,32,34,94.1,26,28,92.9,6,9,66.7,0,0.1,0.0,1,5,3,0,9,78,77,1,1,0,0,0,0,0,0,0,0,67,0,3,0,0,0,0,0,0,1,0.0,1,3,1,2,4,4,4,0,87,5,16,59,14,0,87,0,0,,0,,42,245,121,3,2,1,0,3,64,6,0,0,0,1,1,0,0,4,0,0,0,0,11,0,0,
20,Yves Bissouma,38,ml MLI,CM,26-039,69,0,0,0,0,0,0,1,0,47,1,1,1,0.0,0.0,0.0,0,0,35,42,83.3,1,20,1,0,0,361ca564,3eeefbc5,6c203af0,d07537b9,0,361ca564,1,35,42,83.3,490,120,20,21,95.2,10,14,71.4,3,4,75.0,0,0.0,0.0,0,4,0,0,1,42,41,1,1,0,0,0,0,0,0,0,0,35,0,1,1,1,0,0,1,0,0,,0,1,1,0,1,2,2,0,47,3,12,30,5,0,47,0,0,,0,,20,102,38,1,1,0,0,0,30,0,1,0,0,1,1,0,0,1,1,0,0,0,5,0,0,
21,Richarlison,9,br BRA,"AM,CM,FW",25-151,21,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,5,6,83.3,2,3,0,0,0,361ca564,3eeefbc5,fa031b34,d07537b9,0,361ca564,1,5,6,83.3,56,18,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,8,0,2,3,3,0,8,0,0,,0,,3,21,11,0,0,0,1,0,6,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0
22,Rodrigo Bentancur,30,uy URU,"CM,AM",25-105,90,0,0,0,0,1,1,0,0,66,6,0,0,0.0,0.0,0.0,0,0,38,47,80.9,3,29,2,3,0,361ca564,3eeefbc5,3b8674e6,d07537b9,0,361ca564,1,38,47,80.9,568,180,20,27,74.1,13,13,100.0,2,3,66.7,0,0.0,0.1,0,3,1,0,3,47,46,1,0,1,0,1,0,0,0,0,0,38,0,0,6,4,1,2,3,0,0,,0,0,0,0,0,6,3,0,66,4,18,36,13,2,66,3,0,0.0,3,100.0,29,179,71,2,1,0,2,2,45,1,0,0,0,4,0,0,1,0,4,0,0,0,7,2,2,50.0
23,Ryan Sessegnon,19,eng ENG,WB,22-143,90,0,0,0,0,0,0,0,0,45,1,1,0,0.0,0.0,0.1,3,0,30,38,78.9,3,20,0,1,1,361ca564,3eeefbc5,6aa3e78b,d07537b9,0,361ca564,1,30,38,78.9,460,122,14,16,87.5,14,17,82.4,1,4,25.0,0,0.1,0.0,1,1,1,1,3,38,32,6,1,0,1,3,5,0,0,0,0,30,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,3,1,45,4,15,18,14,1,45,1,1,100.0,0,0.0,20,120,76,0,1,0,0,1,23,5,0,0,0,2,1,2,3,1,1,0,0,0,7,2,0,100.0
24,Matt Doherty,2,ie IRL,WB,30-265,90,0,0,0,0,1,0,0,0,54,1,3,1,0.1,0.1,0.0,0,0,30,41,73.2,0,16,1,1,0,361ca564,3eeefbc5,d557d734,d07537b9,0,361ca564,1,30,41,73.2,433,74,21,22,95.5,6,7,85.7,2,6,33.3,0,0.0,0.0,0,0,0,0,0,41,32,9,1,0,0,0,8,0,0,0,0,30,0,3,1,0,1,0,0,1,2,50.0,1,1,1,0,3,4,3,0,54,7,24,22,8,2,54,1,0,0.0,1,100.0,16,90,35,1,0,0,2,0,26,2,0,0,0,0,0,0,0,3,0,0,0,0,5,2,2,50.0
25,Ben Davies,33,wls WAL,CB,29-167,90,0,0,0,0,0,0,0,0,59,0,0,2,0.0,0.0,0.0,0,0,47,54,87.0,5,37,2,0,0,361ca564,3eeefbc5,44781702,d07537b9,0,361ca564,1,47,54,87.0,652,190,29,29,100.0,14,16,87.5,2,5,40.0,0,0.0,0.0,0,6,0,0,5,54,50,2,2,0,1,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,2,0,59,4,17,37,5,0,59,0,0,,0,,37,287,216,2,2,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
26,Eric Dier,15,eng ENG,CB,28-266,90,0,0,0,0,0,0,0,0,74,1,0,1,0.0,0.0,0.0,0,0,55,69,79.7,1,45,0,0,0,361ca564,3eeefbc5,ac861941,d07537b9,0,361ca564,1,55,69,79.7,1062,443,16,18,88.9,32,35,91.4,6,14,42.9,0,0.0,0.0,0,0,0,0,1,69,66,2,2,0,0,0,0,0,0,0,0,55,1,0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,2,0,74,9,47,27,0,0,74,0,0,,0,,45,251,61,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,33.3
27,Cristian Romero,17,ar ARG,CB,24-164,90,0,0,0,0,0,0,0,0,68,2,1,1,0.0,0.0,0.2,1,0,52,60,86.7,4,46,2,0,0,361ca564,3eeefbc5,a3d94a58,d07537b9,0,361ca564,1,52,60,86.7,827,267,28,31,90.3,19,21,90.5,4,5,80.0,0,0.2,0.0,1,4,0,0,4,60,60,0,0,0,0,0,0,0,0,0,0,52,0,1,2,2,1,1,0,0,1,0.0,1,1,1,0,1,3,1,0,68,6,28,35,5,0,68,0,0,,0,,46,275,214,2,3,0,3,0,52,0,0,0,0,2,0,0,0,1,2,0,0,0,6,1,3,25.0
28,Hugo Lloris,1,fr FRA,GK,35-286,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,25,34,73.5,0,20,0,0,0,361ca564,3eeefbc5,8f62b6ee,d07537b9,0,361ca564,1,25,34,73.5,658,455,8,8,100.0,9,9,100.0,8,17,47.1,0,0.0,0.0,0,1,0,0,0,34,26,8,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,35,38,0,0,0,38,0,0,,0,,20,135,87,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
0,Gianluca Scamacca,7,it ITA,FW,23-281,79,1,0,0,0,5,3,0,0,28,1,0,1,0.7,0.7,0.1,3,0,12,17,70.6,2,19,2,1,1,7c21e445,42e38f9d,8790f988,7c21e445,3,fd962109,1,12,17,70.6,199,20,6,8,75.0,5,6,83.3,1,2,50.0,0,0.1,0.0,2,0,0,0,2,17,17,0,0,0,0,0,0,0,0,0,0,12,0,1,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,28,0,0,14,14,6,28,1,1,100.0,0,0.0,19,68,27,2,0,1,3,3,21,5,0,0,0,3,1,0,0,0,1,0,0,0,2,0,1,0.0
1,Michail Antonio,9,jm JAM,FW,32-195,11,1,0,0,0,2,2,0,0,9,0,0,0,0.4,0.4,0.0,3,2,1,6,16.7,0,7,2,3,3,7c21e445,42e38f9d,ac05f970,7c21e445,3,fd962109,1,1,6,16.7,37,11,0,4,0.0,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,0,0,3,6,3,9,3,3,100.0,0,0.0,7,54,39,2,0,1,0,2,7,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
2,Pablo Fornals,8,es ESP,"LW,AM",26-229,89,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.1,5,0,37,49,75.5,5,33,6,0,0,7c21e445,42e38f9d,82927de4,7c21e445,3,fd962109,1,37,49,75.5,649,150,20,20,100.0,10,15,66.7,7,10,70.0,0,0.1,0.2,1,5,2,0,5,49,48,1,0,1,1,4,0,1,1,0,0,37,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,53,1,8,22,23,1,53,0,0,,0,,33,220,145,6,2,1,1,0,42,7,0,0,0,1,0,0,4,0,0,0,0,0,7,0,0,
3,Flynn Downes,12,eng ENG,AM,23-262,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,7c21e445,42e38f9d,69fdb896,7c21e445,3,fd962109,1,2,2,100.0,18,6,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
4,Jarrod Bowen,20,eng ENG,RW,25-293,90,1,0,1,1,4,1,0,0,41,1,0,1,1.2,0.9,0.1,4,1,19,27,70.4,2,17,3,1,0,7c21e445,42e38f9d,79c84d1c,7c21e445,3,fd962109,1,19,27,70.4,269,68,12,14,85.7,6,7,85.7,1,3,33.3,0,0.1,0.0,2,1,2,0,2,27,24,2,0,0,0,3,0,2,2,0,0,19,1,2,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,41,1,4,17,20,6,40,1,0,0.0,0,0.0,17,123,39,3,2,2,4,2,26,4,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,
5,Lucas Paquetá,11,br BRA,AM,25-043,83,0,1,0,0,4,1,0,0,65,1,0,0,0.2,0.2,0.4,5,1,46,56,82.1,3,30,1,1,1,7c21e445,42e38f9d,9b6f7fd5,7c21e445,3,fd962109,1,46,56,82.1,607,192,31,33,93.9,12,16,75.0,2,4,50.0,1,0.4,0.3,2,3,1,0,3,56,53,3,0,1,0,1,1,0,0,0,0,46,0,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,65,1,15,30,20,3,65,1,1,100.0,0,0.0,30,172,47,1,2,0,2,3,55,5,0,0,0,0,2,0,1,0,1,0,0,0,7,2,0,100.0
6,Emerson Palmieri,33,it ITA,LW,28-067,7,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,6,9,66.7,1,6,2,0,0,7c21e445,42e38f9d,e0bc6fdc,7c21e445,3,fd962109,1,6,9,66.7,77,16,4,6,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,11,0,2,6,4,1,11,0,0,,0,,6,76,34,2,3,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
7,Declan Rice,41,eng ENG,DM,23-268,90,0,0,0,0,0,0,0,0,81,2,3,0,0.0,0.0,0.0,3,1,63,71,88.7,10,49,5,0,0,7c21e445,42e38f9d,1c7012b8,7c21e445,3,fd962109,1,63,71,88.7,1029,359,34,36,94.4,23,23,100.0,5,8,62.5,0,0.0,0.0,0,10,1,0,10,71,70,1,1,0,1,1,0,0,0,0,0,63,0,0,2,2,0,2,0,0,0,,0,0,0,0,3,5,1,0,81,2,20,46,16,1,81,0,0,,0,,49,278,179,5,4,0,1,1,54,0,0,0,0,0,0,0,1,3,2,0,0,0,9,1,1,50.0
8,Tomáš Souček,28,cz CZE,DM,27-224,90,0,0,0,0,0,0,0,0,62,2,4,2,0.0,0.0,0.1,3,0,40,49,81.6,7,22,1,0,0,7c21e445,42e38f9d,6613c819,7c21e445,3,fd962109,1,40,49,81.6,693,240,26,29,89.7,10,13,76.9,4,5,80.0,0,0.1,0.0,1,7,0,0,7,49,46,3,3,0,1,0,0,0,0,0,0,40,0,1,2,0,2,0,0,1,1,100.0,0,2,1,1,4,6,0,0,62,4,24,30,8,1,62,0,0,,0,,22,98,37,1,0,0,1,0,34,3,0,0,0,0,0,0,0,4,0,0,0,0,4,2,3,40.0
9,Aaron Cresswell,3,eng ENG,LB,32-298,90,0,0,0,0,0,0,0,0,74,1,1,3,0.0,0.0,0.2,3,0,53,66,80.3,4,37,2,0,0,7c21e445,42e38f9d,4f974391,7c21e445,3,fd962109,1,53,66,80.3,665,265,41,42,97.6,10,16,62.5,1,6,16.7,0,0.2,0.1,3,2,2,1,4,66,59,7,0,0,0,6,6,1,0,1,0,53,0,1,1,0,1,0,0,0,1,0.0,1,3,1,2,1,2,2,0,74,5,31,18,25,1,74,0,0,,0,,37,139,92,2,2,0,0,0,49,8,0,0,0,0,0,1,6,1,0,0,0,0,5,0,1,0.0
10,Kurt Zouma,4,fr FRA,CB,27-347,90,0,0,0,0,0,0,0,0,56,0,2,0,0.0,0.0,0.0,0,0,41,48,85.4,0,30,0,0,0,7c21e445,42e38f9d,ce4246f5,7c21e445,3,fd962109,1,41,48,85.4,735,227,15,18,83.3,23,26,88.5,2,3,66.7,0,0.0,0.0,0,0,0,0,0,48,47,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,56,11,42,14,0,0,56,0,0,,0,,30,110,53,0,0,0,1,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,0.0
11,Craig Dawson,15,eng ENG,CB,32-156,90,0,0,0,0,0,0,0,0,53,3,0,0,0.0,0.0,0.0,2,1,40,47,85.1,4,37,0,0,0,7c21e445,42e38f9d,3e9e06cb,7c21e445,3,fd962109,1,40,47,85.1,938,277,9,11,81.8,24,24,100.0,7,12,58.3,0,0.0,0.0,0,1,0,0,4,47,47,0,0,0,1,0,0,0,0,0,0,40,0,0,3,2,3,0,0,0,0,,0,0,0,0,0,3,2,0,53,1,32,19,2,0,53,0,0,,0,,37,181,120,0,1,0,0,0,38,0,0,0,0,1,2,0,0,0,2,1,0,0,4,0,0,
12,Thilo Kehrer,24,de GER,RB,26-018,90,0,0,0,0,1,0,1,0,56,1,2,1,0.0,0.0,0.2,2,0,42,51,82.4,2,28,0,0,0,7c21e445,42e38f9d,51dbeea9,7c21e445,3,fd962109,1,42,51,82.4,542,225,25,27,92.6,14,14,100.0,0,2,0.0,0,0.2,0.1,1,1,0,0,2,51,41,10,1,0,0,3,9,0,0,0,0,42,0,2,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0,56,1,21,22,14,3,56,0,0,,0,,28,108,48,0,1,0,0,1,33,5,1,0,0,3,0,0,3,2,1,0,0,0,3,1,2,33.3
13,Łukasz Fabiański,1,pl POL,GK,37-174,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,19,28,67.9,0,14,0,0,0,7c21e445,42e38f9d,9328b835,7c21e445,3,fd962109,1,19,28,67.9,481,344,4,4,100.0,12,12,100.0,3,12,25.0,0,0.0,0.0,0,0,0,0,0,28,21,7,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,26,29,0,0,0,29,0,0,,0,,14,113,57,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
14,Carlos Vinícius,30,br BRA,FW,27-198,90,0,0,0,0,2,0,1,0,28,0,0,0,0.1,0.1,0.1,2,1,8,14,57.1,1,16,0,0,0,fd962109,42e38f9d,8b529245,7c21e445,3,fd962109,1,8,14,57.1,134,34,3,5,60.0,4,5,80.0,1,2,50.0,0,0.1,0.0,1,1,0,0,1,14,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,0,0,13,16,5,28,0,0,,0,,16,46,10,0,1,1,6,2,21,6,1,0,0,2,1,1,0,0,0,0,0,0,2,1,1,50.0
15,Neeskens Kebano,7,cd COD,LW,30-213,88,0,1,0,0,0,0,0,0,36,2,0,1,0.0,0.0,0.3,4,1,19,24,79.2,4,23,3,1,0,fd962109,42e38f9d,18b999f4,7c21e445,3,fd962109,1,19,24,79.2,269,83,11,12,91.7,7,10,70.0,0,1,0.0,1,0.3,0.2,2,1,2,1,4,24,24,0,0,0,0,3,0,0,0,0,0,19,0,0,2,1,1,1,0,0,0,,0,1,0,1,0,2,1,0,36,1,5,12,20,1,36,1,0,0.0,0,0.0,23,155,100,3,2,0,1,2,24,11,0,0,0,1,2,0,3,0,1,0,0,0,5,0,0,
16,Shane Duffy,5,ie IRL,FW,30-281,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,fd962109,42e38f9d,7314bba4,7c21e445,3,fd962109,1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
17,Daniel James,21,wls WAL,RW,24-333,76,0,0,0,0,3,0,0,0,33,0,1,0,0.2,0.2,0.0,1,0,19,23,82.6,6,15,2,1,1,fd962109,42e38f9d,c931d9f9,7c21e445,3,fd962109,1,19,23,82.6,276,81,15,17,88.2,3,5,60.0,1,1,100.0,0,0.0,0.0,0,0,3,0,6,23,23,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,33,1,3,11,19,2,33,1,1,100.0,0,0.0,15,114,61,2,0,0,2,0,19,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,
